row_id	label	notes	module	rung	member	status	control_flags	bullet	method_source_head
http-servers/http-servers-jdk#37#JdkQueryHandler.lambda$handle$0	absent	The note describes a lambda inside `handle` that runs one frame deeper in an executor task, dropping `process(exchange)` and `JdkController.serverError(exchange)`. The shown `handle` body has no lambda, no executor submission, no `process` call, and `serverError` is not among the constructs shown; t	http-servers/http-servers-jdk	2	JdkQueryHandler.lambda$handle$0	RESOLVED		- `JdkQueryHandler.lambda$handle$0` 48, 52 (`VoidMethodCallMutator`) — the same pair one frame deeper inside the executor task: 48 drops `process(exchange)`, 52 drops the `JdkController.serverError(exchange)` that is the only remaining answer once the controller's frame is gone.	// JdkQueryHandler lines 26-52   @Override   public void handle(final HttpExchange exchange) throws IOException {     // a RuntimeException propagates to JdkController's guard, which answers 500; a failed body     // read propagates as JdkRequest.BodyReadException, for which it closes the connection
http-servers/http-servers-jdk#41#JdkController.handle	present	Both named constructs survive in the shown body. `handler.handle(exchange)` is present verbatim inside the inner try. The note's second construct is the 500 fallback in that dispatch's catch, and the catch (RuntimeException) block contains exactly that: `try (exchange) { answerWithoutBody(exchange, 	http-servers/http-servers-jdk	2	JdkController.handle	RESOLVED		- `JdkController.handle` 47, 51 (`VoidMethodCallMutator`) — 47 drops the `handler.handle(exchange)` dispatch itself, 51 the `serverError(exchange)` fallback in its catch; the second is why a throwing handler hangs the client instead of aborting it.	// JdkController lines 57-97   @Override   public void handle(final HttpExchange exchange) throws IOException {     try {       // getPath() percent-decodes, which would let an encoded traversal reach a prefix       // handler decoded; routing canonicalization is owned by the shared HandlerMap      
http-servers/http-servers-jdk#45#JdkHttpServer.start	present	The named construct `server.start()` is the entire shown body of `start()`. The `HttpServer.create` binding claim is about behaviour elsewhere, but no construct the note names is missing or contradicted.	http-servers/http-servers-jdk	2	JdkHttpServer.start	RESOLVED		- `JdkHttpServer.start` 15 (`VoidMethodCallMutator`) — `server.start()` removed. `HttpServer.create` has already bound the port, so connections sit in the accept backlog: the client connects and then waits forever, which is why this reads as a timeout rather than a connection refusal.	// JdkHttpServer lines 13-16   @Override   public void start() {     server.start();   }
incident-client/incident-io#32#CreateIncidentRequestRecord.body	present	The note's claim about this member is that the dead null-guards were removed by refactor because the builder normalizes null collections to empty. The shown body has no null-guards on the collections and carries the corroborating comment `// the builder normalizes null collections to empty`, with ap	incident-client/incident-io	2	CreateIncidentRequestRecord.body	RESOLVED	identifier_missing:bearerToken	- None. The 2026-07-24 initial seed (`request` 6, `response` 1, `config` 4, `adapter` 19) was triaged 2026-07-24: 26 killed with new tests (comma-placement and empty-collection exact-body tests, values-array parser probes, sparse-config builder preservation, blank-alert-key UUID generation, exception accessors/canBeRetried boundaries and parse-failure messages) or removed by refactor (dead null-guards in `CreateIncidentRequestRecord.body` — the builder normalizes null collections to empty; dead `bearerToken` guard in `IncidentIoConfig.createClientBuilder` — the parser validates it present), 4 accepted below. `request` and `response` are clean.	// CreateIncidentRequestRecord lines 132-166   @Override   public String body() {     final var sb = new StringBuilder(1_024);     sb.append('{');     appendField(sb, "idempotency_key", idempotencyKey);     appendField(sb, "name", name);     appendField(sb, "summary", summary);     appendField(sb, "
incident-client/incident-io#32#IncidentIoConfig.createClientBuilder	present	The note says the dead `bearerToken` guard here was removed because the parser validates it present. Both shown overloads match: no bearerToken guard, `return builder.bearerToken(bearerToken);` unguarded, and the comment `// bearerToken is validated present at parse time` corroborates rather than co	incident-client/incident-io	2	IncidentIoConfig.createClientBuilder	RESOLVED		- None. The 2026-07-24 initial seed (`request` 6, `response` 1, `config` 4, `adapter` 19) was triaged 2026-07-24: 26 killed with new tests (comma-placement and empty-collection exact-body tests, values-array parser probes, sparse-config builder preservation, blank-alert-key UUID generation, exception accessors/canBeRetried boundaries and parse-failure messages) or removed by refactor (dead null-guards in `CreateIncidentRequestRecord.body` — the builder normalizes null collections to empty; dead `bearerToken` guard in `IncidentIoConfig.createClientBuilder` — the parser validates it present), 4 accepted below. `request` and `response` are clean.	// IncidentIoConfig lines 55-57   public IncidentIoClient.Builder createClientBuilder() {     return createClientBuilder(IncidentIoClient.clientBuilder());   }  // IncidentIoConfig lines 59-68   public IncidentIoClient.Builder createClientBuilder(final IncidentIoClient.Builder builder) {     if (end
incident-client/incident-io#48#IncidentIoRequestException$Parser.create	present	The routing the note names is verbatim in the shown body: `this.errors.size() > 1 ? Collections.unmodifiableList(this.errors) : this.errors`, with `List.<String>of()` on the null path. The cited line 102 also falls inside the body (line_hints_inside_body true), and nothing shown contradicts the note	incident-client/incident-io	2	IncidentIoRequestException$Parser.create	RESOLVED		- `# copy-on-write` (adapter: `IncidentIoRequestException$Parser.create:102` ×3) — `errors.size() > 1 ? unmodifiableList : errors` routing: both branches return a list with identical content (size ≤ 1 is already an immutable `List.of`), so the boundary/order mutants only change which content-equal instance escapes. Equal but not identical; killable only by asserting mutability the API does not promise.	// IncidentIoRequestException$Parser lines 102-108     private IncidentIoRequestException create(final HttpResponse<?> httpResponse) {       final var errors = this.errors == null           ? List.<String>of()           : this.errors.size() > 1 ? Collections.unmodifiableList(this.errors) : this.erro
incident-client/incident-io#54#IncidentIoConfig$Parser.test	present	The note names the `return super.test(buf, offset, len, ji)` delegate in the unknown-field else branch; that exact call is the final else of the fieldEquals chain in the body shown. The superclass's own return/throw behaviour is a behavioural premise about code not shown, not a construct claim, and 	incident-client/incident-io	2	IncidentIoConfig$Parser.test	RESOLVED		- `# always-true-delegate` (config: `IncidentIoConfig$Parser.test:85`) — `return super.test(...)` where the superclass either returns true or throws on unknown fields; the mutated constant-true return preserves the call and its side effects, so no input can distinguish it. Escape hatch: a superclass path that returns false would make the propagation observable.	// IncidentIoConfig$Parser lines 202-222     @Override     public boolean test(final char[] buf, final int offset, final int len, final JsonIterator ji) {       if (fieldEquals("bearerToken", buf, offset, len)) {         this.bearerToken = ji.readString();       } else if (fieldEquals("severityIds",
ravina/ravina-solana#42#LookupTableCacheMap.getOrFetchTables	absent	The note names a fetch-key cursor `nextSetBit(i + 1)` whose mutation would re-find the same bit while `fetchKeys` grows. The body shown has no such cursor loop: the multi-fetch path builds `fetchKeys` with `fetchBitset.stream().forEachOrdered(i -> fetchKeys.add(lookupTableKeys.get(i)))`, and the onl	ravina/ravina-solana	2	LookupTableCacheMap.getOrFetchTables	RESOLVED		- `LookupTableCacheMap.getOrFetchTables:180` `MathMutator` — turns the fetch-key cursor's `nextSetBit(i + 1)` into `nextSetBit(i - 1)`, re-finding the same set bit forever while `fetchKeys` grows without bound. Detected as `MEMORY_ERROR` or `TIMED_OUT` depending on which limit trips first, so it only intermittently lands in the timeout column — a status flip between two *detected* outcomes, audited so a `-PstrictTimeoutAudit` certifying run cannot fail on the coin flip. Same batch-forever family as the `refreshStaleAccounts:225` rows below. Expect the quiet-member counter to nominate this row for retirement more or less permanently: `MEMORY_ERROR` is its common outcome and timing out the rare one, so a quiet listing here is the flip showing its usual face, not staleness — re-measure if curious, but do not retire the row.	// LookupTableCacheMap lines 134-200   @Override   public LookupTableAccountMeta[] getOrFetchTables(final List<PublicKey> lookupTableKeys) {     final int numTables = lookupTableKeys.size();     if (numTables == 0) {       return new LookupTableAccountMeta[0];     } else if (numTables == 1) {       
ravina/ravina-solana#54#LookupTableCacheMap.refreshStaleAccounts	present	The batching loop `for (int from = 0, to = Math.min(numStale, checkedBatchSize); from < numStale; )` with its `from < numStale` exit condition and the `staleAccounts.subList(from, to)` fetch are both in the body shown, matching the ConditionalsBoundary/ORDER_IF description exactly.	ravina/ravina-solana	2	LookupTableCacheMap.refreshStaleAccounts	RESOLVED		- `LookupTableCacheMap.refreshStaleAccounts:225` `ConditionalsBoundaryMutator` and `ORDER_IF` — the batching loop's `from < numStale` exit: the boundary flavour admits `from == numStale` (an empty `subList` fetch that advances nothing), the removal flavour deletes the exit outright; both batch forever.	// LookupTableCacheMap lines 207-225   @Override   public void refreshStaleAccounts(final Duration staleIfOlderThan, final int batchSize) {     final long now = clock.currentTimeMillis();     final long staleDuration = staleIfOlderThan.toMillis();     final var staleAccounts = lookupTableCache.value
ravina/ravina-solana#59#TxCommitmentMonitorService.validateResponseAndAwaitCommitmentViaWebSocket	present	The note names the `txResult == null` route that joins a websocket future; the body shows `final var txResult = validateResponse(...)` followed by `return txResult == null ? tryAwaitCommitmentViaWebSocket(...).join() : txResult;`. Both the equality check and the `join()` are present.	ravina/ravina-solana	2	TxCommitmentMonitorService.validateResponseAndAwaitCommitmentViaWebSocket	RESOLVED		- `TxCommitmentMonitorService.validateResponseAndAwaitCommitmentViaWebSocket:115` `EQUAL_IF` — forces the `txResult == null` route, so a completed result still `join()`s a websocket future the scripted fake never completes.	// TxCommitmentMonitorService lines 108-118   @Override   public TxResult validateResponseAndAwaitCommitmentViaWebSocket(final SendTxContext sendTxContext,                                                                  final Commitment awaitCommitment,                                              
ravina/ravina-solana#62#TxCommitmentMonitorService.lambda$tryAwaitCommitmentViaWebSocket$1	present	The note names a `.orTimeout(...)` fluent call on the finalization future; the shown body contains `finalizedTxResultFuture.orTimeout(finalizationTimeout, TimeUnit.MILLISECONDS).exceptionally(...)` inside the `thenCompose` lambda, which is the NakedReceiver target described. The confirmed-path `.orT	ravina/ravina-solana	2	TxCommitmentMonitorService.lambda$tryAwaitCommitmentViaWebSocket$1	RESOLVED		- `TxCommitmentMonitorService.lambda$tryAwaitCommitmentViaWebSocket$1:296` `NakedReceiverMutator` — drops `.orTimeout(...)` (a fluent call returning its receiver), leaving the finalization future waiting forever (this is the 1 `TIMED_OUT` the NAKED_RECEIVER trial table records).	// TxCommitmentMonitorService lines 250-309   @Override   public CompletableFuture<TxResult> tryAwaitCommitmentViaWebSocket(final Commitment commitment,                                                                     final Commitment awaitCommitmentOnError,                                       
ravina/ravina-solana#66#BaseTxMonitorService.run	present	The note names the pending-transactions poll guard and the sleeping monitor loop; the body shows `if (pendingTransactions.isEmpty()) { sleep = minSleepMillisBetweenPolling; }` inside an unbounded `for (long sleep; ; )` that then awaits on `processTransactions.await(sleep, TimeUnit.MILLISECONDS)`. Th	ravina/ravina-solana	2	BaseTxMonitorService.run	RESOLVED		- `BaseTxMonitorService.run:67` `EQUAL_IF` — forces the pending-transactions poll to read empty, so the monitor loop sleeps forever and never reaches the work its test terminates on.	// BaseTxMonitorService lines 59-93   @Override   public final void run() {     final var batch = HashMap.<String, TxContext>newHashMap(MAX_SIG_STATUS);     int batchSize = 0;      try {       epochInfoService.awaitInitialized();       for (long sleep; ; ) {         if (pendingTransactions.isEmpty()
ravina/ravina-solana#69#TxExpirationMonitorService.lambda$processTransactions$1	present	The note names a composed height-then-statuses poll with a gate comparison guard and a lambda-returned future feeding `thenCompose`, retried by a courteous call. The body shows `rpcCaller.courteousGet(rpcClient -> rpcClient.getBlockHeight(CONFIRMED).thenCompose(blockHeight -> ...))`, the `earliestGa	ravina/ravina-solana	2	TxExpirationMonitorService.lambda$processTransactions$1	RESOLVED		- `TxExpirationMonitorService.lambda$processTransactions$1:83/85` `EQUAL_IF` and `NullReturnValsMutator` — both poison the composed height-then-statuses poll (83 deletes the empty-batch guard, NPE-ing the gate comparison; 85 nulls the lambda's future, NPE-ing `thenCompose`), and a failing courteous call is retried forever, so the poison is only observable as a timeout.	// TxExpirationMonitorService lines 61-110   @Override   protected long processTransactions(final Map<String, TxContext> contextMap) {     final var signatures = List.copyOf(contextMap.keySet());      BigInteger minGate = null;     for (final var txContext : contextMap.values()) {       final var ga
ravina/ravina-solana#77#EpochInfoServiceImpl.awaitInitialized	present	Both VoidMethodCall targets the note names are in the body: `initializedCondition.await()` inside `while (!this.initialized)`, and `lock.unlock()` in the finally block, with the not-initialized wait guarded by the `this.initialized` fast-path return. Cited lines 137/141 fall outside the shown 143-15	ravina/ravina-solana	2	EpochInfoServiceImpl.awaitInitialized	RESOLVED		- `EpochInfoServiceImpl.awaitInitialized:137/141` `VoidMethodCallMutator` — one line-less key, two mutants: removing `initializedCondition.await()` (line 137) turns the not-initialized wait into a spin that never observes the signal, and removing `lock.unlock()` (line 141) leaves the service lock held so the next locker deadlocks. Both only observable as timeouts.	// EpochInfoServiceImpl lines 143-157   @Override   public Epoch awaitInitialized() throws InterruptedException {     if (this.initialized) {       return this.epoch;     }     lock.lock();     try {       while (!this.initialized) {         initializedCondition.await();       }       return this.ep
http-servers/http-servers-core#59#PathCanonicalizer.canonicalize	present	The note names `i += 2`, the skip past the two hex digits of a `%XX` escape; the body's `%` branch decodes `path.charAt(i + 1)`/`charAt(i + 2)` then does `i += 2; continue;` inside the scan loop. The IncrementsMutator target is present.	http-servers/http-servers-core	1	PathCanonicalizer.canonicalize	RESOLVED		- `PathCanonicalizer.canonicalize` 64 (`IncrementsMutator`) — `i += 2`, the skip past the two hex digits of a `%XX` escape, becomes `i -= 2`: the scan walks back onto the same `%`, re-decodes it and never reaches the end of the path. Killed by wall clock, not by an assertion.	// PathCanonicalizer lines 30-113   static String canonicalize(final String path) {     if (path == null || path.isEmpty() || path.charAt(0) != '/') {       return null;     }     final int len = path.length();     final var segments = new ArrayList<String>();     final var segment = new StringBuild
http-servers/http-servers-core#63#HandlerUtil.indexOfParam	present	The loop update `index = query.indexOf(param, index + 1)` named by the note is exactly the for-loop's update expression in the body, with the `index == 0 || query.charAt(index - 1) == '&'` acceptance check that makes the restart meaningful.	http-servers/http-servers-core	1	HandlerUtil.indexOfParam	RESOLVED		- `HandlerUtil.indexOfParam` 24 (`MathMutator`) — the loop's `query.indexOf(param, index + 1)` becomes `index - 1`, so the search restarts *before* the match it just rejected and returns that same index forever.	// HandlerUtil lines 23-30   public static int indexOfParam(final String query, final String param) {     for (int index = query.indexOf(param); index >= 0; index = query.indexOf(param, index + 1)) {       if (index == 0 || query.charAt(index - 1) == '&') {         return index;       }     }     re
http-servers/http-servers-core#67#HandlerUtil.parseIntParams	present	The note names `++to` as the step past the comma before the next `indexOf(',', from)`; the body's comma-splitting loop has `to = val.indexOf(',', from); ... values.add(val.substring(from, to)); ++to; from = to;`. Both the increment and the rescan call are present.	http-servers/http-servers-core	1	HandlerUtil.parseIntParams	RESOLVED		- `HandlerUtil.parseIntParams` 106 (`IncrementsMutator`) — `++to`, the step past the comma before the next `indexOf(',', from)`, becomes `--to`: `from` lands before the comma, the next scan finds the same comma, and the value list grows without the cursor advancing.	// HandlerUtil lines 85-114   public static int[] parseIntParams(final String query, final String param, final int defaultSize) {     if (query == null) {       return null;     }     final int index = indexOfParam(query, param);     if (index < 0) {       return null;     }     // split the raw val
http-servers/http-servers-core#90#HttpServerBuilderFactory.findFirst	cannot	The note's content is a coverage/reachability claim, not a construct claim: the return is NO_COVERAGE and 'unreachable in-harness' because core ships no provider, the gradlex whitebox test module cannot add a `provides` clause, and a META-INF/services registration would resolve only under PIT's clas	http-servers/http-servers-core	1	HttpServerBuilderFactory.findFirst	RESOLVED	identifier_missing:NullReturnVals identifier_missing:provides identifier_missing:findFirstThrowsWhenNoBackendIsOnThePath identifier_missing:findFirstDiscoversABackend	- `# provider-path unreachable in-harness` — `HttpServerBuilderFactory.findFirst` 10 (`NullReturnVals`, `NO_COVERAGE`): the return is reachable only with a service provider on the module path. **Unreachable in-harness**: core ships no provider, the gradlex whitebox test module cannot add a `provides` clause, and a `META-INF/services` registration would resolve under PIT's classpath minions but not under the module-path `test` task — a mode-dependent harness. What would reach it: a blackbox integration test module with its own descriptor. The throwing path is pinned by `findFirstThrowsWhenNoBackendIsOnThePath`; the success path is pinned end-to-end (2026-07-24) by hello's `findFirstDiscoversABackend`, which runs `findFirst` with all three providers on the path — the row stays `NO_COVERAGE` only because that test lives outside this suite.	// HttpServerBuilderFactory lines 9-16   static HttpServerBuilder findFirst() {     return ServiceLoader.load(HttpServerBuilderFactory.class)         .stream()         .findFirst()         .orElseThrow()         .get()         .createBuilder();   }
http-servers/http-servers-fusionauth#43#FusionAuthHttpServer.start	present	The note's construct claims about this member all hold: `start()` installs a JUL Handler on `Logger.getLogger(HTTPServer.class.getName())`, filters by `record.getLongThreadID() == threadId` with a `>= Level.SEVERE` check, and rethrows the captured throwable as IllegalStateException after `server.sta	http-servers/http-servers-fusionauth	1	FusionAuthHttpServer.start	RESOLVED	identifier_missing:startOnAnOccupiedPortThrows identifier_missing:localhost	- The former wildcard-bind rows (`FusionAuthServerBuilder.initRestServer` 23, both directions) were killed 2026-07-24 by `startOnAnOccupiedPortThrows` (the occupied `localhost` address distinguishes which address the listener binds), which also pins the never-silent start contract: java-http's `start()` logs bind failures instead of throwing, so `FusionAuthHttpServer.start` captures the shim's SEVERE record (thread-filtered) and rethrows — a port probe cannot attribute a listening socket to this server.	// FusionAuthHttpServer lines 20-62   @Override   public void start() {     // java-http's start() swallows a listener bind failure: it logs SEVERE (through the     // JUL logger factory the builder installs), closes the threads that did start, and     // returns normally — leaving the caller holdin
http-servers/http-servers-fusionauth#43#FusionAuthServerBuilder.initRestServer	present	The wildcard-bind branch the note points at is present: `if (host == null || host.isBlank())` builds a port-only `HTTPListenerConfiguration`, else one bound to `InetAddress.getByName(host)`, and the builder installs `FusionAuthJulLoggerFactory`, which is the shim whose SEVERE record the sibling `Fus	http-servers/http-servers-fusionauth	1	FusionAuthServerBuilder.initRestServer	RESOLVED	identifier_missing:startOnAnOccupiedPortThrows identifier_missing:localhost	- The former wildcard-bind rows (`FusionAuthServerBuilder.initRestServer` 23, both directions) were killed 2026-07-24 by `startOnAnOccupiedPortThrows` (the occupied `localhost` address distinguishes which address the listener binds), which also pins the never-silent start contract: java-http's `start()` logs bind failures instead of throwing, so `FusionAuthHttpServer.start` captures the shim's SEVERE record (thread-filtered) and rethrows — a port probe cannot attribute a listening socket to this server.	// FusionAuthServerBuilder lines 19-35   @Override   protected HTTPServer initRestServer(final Executor executor, final String host, final int port) {     try {       final HTTPListenerConfiguration listenerConfiguration;       if (host == null || host.isBlank()) {         listenerConfiguration = ne
http-servers/http-servers-fusionauth#51#FusionAuthRequest.body	present	The note names the `null -> empty array` guard; method_source has exactly `return body == null ? new byte[0] : body;` after `request.getBodyBytes()`. The only flagged missing identifier, `bodyOnAGetRequestIsEmptyNotNull`, is a test name, not one of the construct kinds (branch/guard/loop/fast path/ca	http-servers/http-servers-fusionauth	1	FusionAuthRequest.body	RESOLVED	identifier_missing:bodyOnAGetRequestIsEmptyNotNull	- `# defensive fallback` — `FusionAuthRequest.body` 37 (`EQUAL_ELSE`): the `null -> empty array` guard's null side is unreachable — java-http hands back an empty body for body-less requests (the guarded contract itself is pinned by `bodyOnAGetRequestIsEmptyNotNull`). Defensive, retained.	// FusionAuthRequest lines 34-38   @Override   public byte[] body() {     final var body = request.getBodyBytes();     return body == null ? new byte[0] : body;   }
http-servers/http-servers-jetty#127#JettyController.handle	present	Every construct named is in the body: the `Content.Sink.write` emitting the 404 JSON body (`allowedMethods == null` branch), the `Content.Sink.write` emitting the 405 body (with the ALLOW header), `callback.succeeded()` terminating the pre-flight answer, and `callback.failed(throwable)` in the catch	http-servers/http-servers-jetty	1	JettyController.handle	RESOLVED		- `JettyController.handle` 66, 75, 92, 101 (`VoidMethodCallMutator`) — 66 and 75 drop the `Content.Sink.write` that emits the 404 and 405 JSON bodies (the write completes the callback; without it the status is set and nothing is ever sent), 92 drops the `callback.succeeded()` that terminates a pre-flight answer, and 101 the `callback.failed(throwable)` that terminates the 500 path. The sibling write at 58 (the ambiguous-path 400) is *not* here: it is `NO_COVERAGE`, socket-unreachable behind Jetty's `UriCompliance` — see the `# compliance backstop` family above.	// JettyController lines 26-104   @Override   public boolean handle(final Request request, final Response response, final Callback callback) {     final var responseHeaders = response.getHeaders();     try {       // the raw as-received path: getCanonicalPath() has already percent-decoded, and the  
http-servers/http-servers-jetty#135#JettyQueryHandler.handle	present	The note names `response.write` with status and headers set beforehand; the body sets CONTENT_TYPE, copies `httpResponse.headers()`, calls `response.setStatus(httpResponse.statusCode())`, then `response.write(true, ByteBuffer.wrap(httpResponse.body()), callback)`. Nothing shown contradicts it.	http-servers/http-servers-jetty	1	JettyQueryHandler.handle	RESOLVED		- `JettyQueryHandler.handle` 42 (`VoidMethodCallMutator`) — `response.write` removed: status and headers are set, the body never leaves, the callback never completes.	// JettyQueryHandler lines 30-44   @Override   public boolean handle(final Request request, final Response response, final Callback callback) {     final var httpResponse = queryHandler.httpResponse(new JettyRequest(request));      final var responseHeaders = response.getHeaders();      responseHead
http-servers/http-servers-jetty#138#JettyCachedJsonResponseHandler.handle	present	The note asserts 'the same shape on the cached-JSON path' with a `VoidMethodCallMutator` on the write; the body puts `JettyController.JSON_CONTENT`, reads `cachedResponse.response()`, and calls `response.write(true, ByteBuffer.wrap(cachedJson), callback)` — the same commit-then-return shape.	http-servers/http-servers-jetty	1	JettyCachedJsonResponseHandler.handle	RESOLVED		- `JettyCachedJsonResponseHandler.handle` 26 (`VoidMethodCallMutator`) — the same shape on the cached-JSON path.	// JettyCachedJsonResponseHandler lines 20-29   @Override   public boolean handle(final Request request, final Response response, final Callback callback) {     final var responseHeaders = response.getHeaders();     responseHeaders.put(JettyController.JSON_CONTENT);      final byte[] cachedJson = ca
http-servers/http-servers-jetty#76#JettyCachedJsonResponseHandler.handle	present	The handled-flag family claims each `Handler.handle` returns its boolean after the response is committed. In method_source the `return true` follows `response.write(...)`, and in sibling_source (JettyQueryHandler) the `return true` likewise follows `response.write(...)`. The `Content.Sink.write` / `	http-servers/http-servers-jetty	1	JettyCachedJsonResponseHandler.handle	RESOLVED		- **`# handled-flag family`** (`JettyController` 67/79/82/88, `JettyQueryHandler.handle` 43, `JettyCachedJsonResponseHandler.handle` 28): mutants on the boolean a `Handler.handle` returns. Every return sits after the response is committed (`Content.Sink.write` / `response.write` / `callback.succeeded()`), and Jetty ignores the handled flag once the response is committed — the wire response is identical either way. These are the rows observed to flip under load.	// JettyCachedJsonResponseHandler lines 20-29   @Override   public boolean handle(final Request request, final Response response, final Callback callback) {     final var responseHeaders = response.getHeaders();     responseHeaders.put(JettyController.JSON_CONTENT);      final byte[] cachedJson = ca
http-servers/http-servers-jetty#76#JettyQueryHandler.handle	present	Mirror of the other handled-flag row: method_source (JettyQueryHandler) returns true immediately after `response.write(...)`, and sibling_source (JettyCachedJsonResponseHandler) returns true after its own `response.write(...)`. Both returns sit after the response is committed exactly as the note des	http-servers/http-servers-jetty	1	JettyQueryHandler.handle	RESOLVED		- **`# handled-flag family`** (`JettyController` 67/79/82/88, `JettyQueryHandler.handle` 43, `JettyCachedJsonResponseHandler.handle` 28): mutants on the boolean a `Handler.handle` returns. Every return sits after the response is committed (`Content.Sink.write` / `response.write` / `callback.succeeded()`), and Jetty ignores the handled flag once the response is committed — the wire response is identical either way. These are the rows observed to flip under load.	// JettyQueryHandler lines 30-44   @Override   public boolean handle(final Request request, final Response response, final Callback callback) {     final var httpResponse = queryHandler.httpResponse(new JettyRequest(request));      final var responseHeaders = response.getHeaders();      responseHead
http-servers/http-servers-sava#105#SvmExactSettler.settle	present	The note names two catches: the `deserializeSkeleton` catch placed after a successful verify, and the decode catch above verify. Both exist — the try/catch around `payload.transactionBytes()` returning INVALID_PAYLOAD_TRANSACTION sits before `verifier.verify(...)`, and the try/catch around `Transact	http-servers/http-servers-sava	1	SvmExactSettler.settle	RESOLVED	identifier_missing:NullReturnVals identifier_missing:malformedTransactionPayloadDoesNotSubmit identifier_missing:nullPayloadDoesNotSubmit	- `SvmExactSettler.settle` 89 (`NullReturnVals`, `NO_COVERAGE`): the `deserializeSkeleton` catch after a successful verify of the same bytes cannot fire today (verify already deserialized them). Uncoverable in-harness; would become live if a future verify overload stopped parsing. The decode catch *above* verify is the live path, covered by `malformedTransactionPayloadDoesNotSubmit` / `nullPayloadDoesNotSubmit`.	// SvmExactSettler lines 64-127   public SettlementResponse settle(final PaymentPayload payload, final PaymentRequirements requirements) {     final var network = requirements == null ? null : requirements.network();      // A null payload, absent transaction or malformed Base64 all surface here as 
http-servers/http-servers-sava#52#SvmExactVerifier.verify	present	The note names the `payload == null || transaction() == null` guard and the resulting INVALID_PAYLOAD_TRANSACTION response; the payload overload opens with `if (payload == null || payload.transaction() == null) return VerifyResponse.invalid(X402Errors.INVALID_PAYLOAD_TRANSACTION, null);` and the fol	http-servers/http-servers-sava	1	SvmExactVerifier.verify	RESOLVED		- `SvmExactVerifier.verify` 45 (`EQUAL_ELSE`): skipping the `payload == null || transaction() == null` guard reaches `Base64.decode(null)` → NPE → the same `INVALID_PAYLOAD_TRANSACTION`.	// SvmExactVerifier lines 44-55   public VerifyResponse verify(final PaymentPayload payload, final PaymentRequirements requirements) {     if (payload == null || payload.transaction() == null) {       return VerifyResponse.invalid(X402Errors.INVALID_PAYLOAD_TRANSACTION, null);     }     final byte[]
http-servers/http-servers-sava#80#SvmExactSettler.settle	present	The note names the `skeleton.feePayer()` null sub-state of a live guard and the two mismatch directions. The body has `final var txFeePayer = skeleton.feePayer();` followed by the three-way guard `txFeePayer == null || !txFeePayer.equals(requirements.feePayer()) || !txFeePayer.equals(feePayer.public	http-servers/http-servers-sava	1	SvmExactSettler.settle	RESOLVED		- `SvmExactSettler.settle` 95 (`EQUAL_IF`): `skeleton.feePayer()` cannot be null for a transaction that passed verification (verified transactions have a non-empty static account table; probed 2026-07-22 — even a zeroed signer-count header still resolves a fee payer). The two live mismatch directions are killed by the fee-payer mismatch tests.	// SvmExactSettler lines 64-127   public SettlementResponse settle(final PaymentPayload payload, final PaymentRequirements requirements) {     final var network = requirements == null ? null : requirements.network();      // A null payload, absent transaction or malformed Base64 all surface here as 
json-iterator/json-iterator#236#BaseJsonIterator.reduceScale	present	The note names the `scale--` counter, the loop condition crossing the negative `scaleLimit` as the loop's only exit, and the divide loop. The body is `for (int scale = 0; scale-- > scaleLimit; ) { value /= 10; }` — decrement, `> scaleLimit` condition as the sole exit (no other break or return inside	json-iterator/json-iterator	1	BaseJsonIterator.reduceScale	RESOLVED		- `BaseJsonIterator.reduceScale:1021`, two mutants (`scale--` → `scale++`; loop condition → `true`): the counter crossing the negative `scaleLimit` is the loop's only exit; both remove it and the divide loop spins on a settled quotient of 0.	// BaseJsonIterator lines 1020-1025   private long reduceScale(long value, final int scaleLimit) {     for (int scale = 0; scale-- > scaleLimit; ) {       value /= 10;     }     return value;   }
json-iterator/json-iterator#240#BaseJsonIterator.skipObject	present	All named constructs are in the body: the scan cursor `i++` in the for header, the `if (i == tail)` equality bound that throws, and the string-skip re-entry `head = i + 1; skipPastEndQuote(); i = head - 1;` with its 'it will be i++ soon' comment.	json-iterator/json-iterator	1	BaseJsonIterator.skipObject	RESOLVED		- `BaseJsonIterator.skipObject:1122` (scan cursor `i++` → `i--`): the `i == tail` bound is an equality a backward walk never meets, and the string-skip re-entry (`i = head - 1` after `skipPastEndQuote()`) can pull the cursor back into the same cycle indefinitely.	// BaseJsonIterator lines 1120-1141   private void skipObject() {     char c;     for (int i = head, level = 1; ; i++) {       if (i == tail) {         throw reportError("skipObject", "incomplete object");       }       if ((c = peekChar(i)) == '"') { // If inside string, skip it         head = i + 
