row_id	label	notes	repo	member	comment	member_source
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	consistent	'mark it here' is borne out by `return account.invoked() ? account : createInvoked(account.publicKey());`; the rest of the comment is about parseAccounts/filterInstructions/mergeAccounts elsewhere.	sava	BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	An instruction's program is invoked by definition, but a `parseAccounts()` that has no invoked indexes to consult types every read-only account as [AccountMeta#createRead]; mark it here so this agrees with [TransactionSkeleton#filterInstructions] and with [TransactionSkeleton#parseInstructionsWithoutTableAccounts]. Any writable use of the same account is recovered by [Instruction#mergeAccounts] when a transaction is rebuilt.	  protected static AccountMeta invokedProgramAccount(final AccountMeta account) {     return account.invoked() ? account : createInvoked(account.publicKey());   }
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.defaultComputeUnitLimit(PublicKey)	consistent	The method takes a programId and returns `BUILTIN_COMPUTE_UNIT_LIMIT` or `DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT`, i.e. a default per-instruction compute unit limit as described; the comment merely says less than the NOT_MIGRATING branch does.	sava	BuiltinPrograms.defaultComputeUnitLimit(PublicKey)	The compute units the runtime allocates an instruction invoking this program when the transaction requests no limit of its own.	  static int defaultComputeUnitLimit(final PublicKey programId) {     return NOT_MIGRATING.contains(programId)         ? BUILTIN_COMPUTE_UNIT_LIMIT         : DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT;   }
sava#sava-core/src/main/java/software/sava/core/tx/Instruction.java#Instruction.createInstruction(AccountMeta, List<AccountMeta>, byte[], int, int)	consistent	`return new InstructionRecord(programId, keys, data, offset, len);` performs no checks or copying, matching 'Retains the supplied array and span without validation'; the toString() claims concern InstructionRecord.	sava	Instruction.createInstruction(AccountMeta, List<AccountMeta>, byte[], int, int)	Retains the supplied array and span without validation. Diagnostic `toString()` renders empty data when `data == null` or `len <= 0`, without reading the span. For a positive length, it uses {@link java.util.Arrays#copyOfRange(byte[], int, int) Arrays.copyOfRange}, which can zero-pad beyond the array's end. Diagnostic rendering does not validate the span for serialization.	  static Instruction createInstruction(final AccountMeta programId,                                        final List<AccountMeta> keys,                                        final byte[] data, int offset, int len) {     return new InstructionRecord(programId, keys, data, offset, len);   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsAccountLimit()	consistent	`return numAccounts() > MAX_ACCOUNTS;` is the claimed 'whether the number of ... accounts ... exceeds the limit'; the uniqueness/lookup-table detail lives in numAccounts().	sava	Transaction.exceedsAccountLimit()	Whether the number of unique accounts referenced by this transaction, including any which would be loaded via an address lookup table, <METHOD>.	  default boolean exceedsAccountLimit() {     return numAccounts() > MAX_ACCOUNTS;   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsInstructionLimit()	consistent	`return numInstructions() > BaseTransaction.MAX_INSTRUCTIONS;` matches 'whether the number of top-level instructions exceeds the limit'; the SIMD-0385/trace-limit remarks are external context.	sava	Transaction.exceedsInstructionLimit()	Whether the number of top-level instructions <METHOD>. SIMD-0385 imposes the limit on the v1 format directly, while legacy and v0 transactions are bound at execution by the 64 instruction trace limit.	  default boolean exceedsInstructionLimit() {     return numInstructions() > BaseTransaction.MAX_INSTRUCTIONS;   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSignatureLimit()	consistent	Comment says only v1 is bounded and legacy/v0 always report false; code is `return version() == 1 && numSigners() > TxBuilderImpl.MAX_V1_SIGNATURES;`, which is false for any non-v1 version.	sava	Transaction.exceedsSignatureLimit()	Whether the number of required signatures <METHOD> imposed on v1 transactions by SIMD-0385.  Legacy and v0 transactions have no distinct signature count limit, they are only bound by the serialized size limit, so this is always false.  Compatibility default for implementations compiled against the pre-v1 interface: only SIMD-0385 v1 bounds the required signature count, at twelve, so every legacy and v0 transaction reports false here exactly as it did before this method existed.	  default boolean exceedsSignatureLimit() {     return version() == 1 && numSigners() > TxBuilderImpl.MAX_V1_SIGNATURES;   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSizeLimit()	consistent	Comment: "the legacy limit ... has always applied" matches `return size() > TxBuilderImpl.MAX_SERIALIZED_LENGTH_LEGACY;` (the 4096-byte v1 claim is about overriding implementations, not this body).	sava	Transaction.exceedsSizeLimit()	Compatibility default for implementations compiled against the pre-v1 interface: the legacy limit main has always applied. The built-in implementations override this per format — a v1 transaction's limit is 4096 bytes.	  default boolean exceedsSizeLimit() {     return size() > TxBuilderImpl.MAX_SERIALIZED_LENGTH_LEGACY;   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numInstructions()	consistent	"The number of top-level instructions" matches `return instructions().size();`.	sava	Transaction.numInstructions()	The number of top-level instructions. Compatibility default for implementations compiled against the pre-v1 interface.	  default int numInstructions() {     return instructions().size();   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.sign(Signer, byte[])	consistent	"Signs `out` with a single signer" matches `BaseTransaction.signInOrder(Collections.singletonList(signer), out, true);`; the per-format branch behavior lives in the delegate and is not contradicted here.	sava	Transaction.sign(Signer, byte[])	Signs `out` with a single signer, dispatching on the payload's format.  The count restriction is legacy/v0 only. There the signature block's length is implied by the prefix, so a lone signature cannot fill a block declared wider and the payload is refused. A v1 payload carries its signature block after the message, at a boundary the message itself determines, and the fee payer's signature is the first slot — so signing only the fee payer of a multi-signer v1 transaction is well defined, leaves every other slot untouched, and is permitted. The v1 branch instead refuses a payload whose implied boundary contradicts its message, which is the corruption that matters there.	  static void sign(final Signer signer, final byte[] out) {     BaseTransaction.signInOrder(Collections.singletonList(signer), out, true);   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	consistent	"signs by public key, and returns the signed payload as Base64" matches `signByKey(recentBlockHash, signers); return base64EncodeToString();`.	sava	Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	Sets the Base58 blockhash, signs by public key, and returns the signed payload as Base64.	  default String signByKeyAndBase64Encode(final String recentBlockHash, final Collection<Signer> signers) {     signByKey(recentBlockHash, signers);     return base64EncodeToString();   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>)	consistent	"Delegates to the existing positional implementation" matches the body `sign(signers);` under the note "Preserve existing implementors' positional override."	sava	Transaction.signInOrder(SequencedCollection<Signer>)	Signs every required slot in iteration order. The first signer writes the first signature slot regardless of its public key; the collection must follow the message's required-<METHOD> to produce valid signatures. Delegates to the existing positional implementation.	  default void signInOrder(final SequencedCollection<Signer> signers) {     // Preserve existing implementors' positional override. When removing that overload, migrate     // this body too: leaving sign(signers) would silently bind to sign(Collection) instead.     sign(signers);   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[])	not_checkable	Body is only `BaseTransaction.signInOrder(signers, out, false);` — required slots, iteration order, legacy/v0/v1 layout dispatch, and first-slot-regardless-of-key are all behavior of the unseen delegate; forwarding an ordered collection settles none of them.	sava	Transaction.signInOrder(SequencedCollection<Signer>, byte[])	Signs every required slot in iteration order, using the serialized legacy, v0, or v1 layout. The first signer writes the first signature slot regardless of its public key.	  static void signInOrder(final SequencedCollection<Signer> signers, final byte[] out) {     BaseTransaction.signInOrder(signers, out, false);   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	consistent	Caller-supplied offsets, consecutive slots, no key matching or layout validation all match the whole body `for (final var signer : signers) { sigOffset = signer.sign(out, msgOffset, msgLen, sigOffset); }`.	sava	Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	Signs the supplied message span into consecutive signature slots, in iteration order. The caller supplies the message and signature offsets; signer public keys are not matched to transaction accounts and the serialized layout is not validated by this overload.	  static void signInOrder(final SequencedCollection<Signer> signers,                           final byte[] out,                           final int msgOffset,                           final int msgLen,                           int sigOffset) {     for (final var signer : signers) {       sigOffset = signer.sign(out, msgOffset, msgLen, sigOffset);     }   }
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(byte[], SequencedCollection<Signer>)	consistent	"Sets the recent blockhash before signing ... in iteration order" matches `sign(recentBlockHash, signers);` taking the blockhash and the sequenced signers.	sava	Transaction.signInOrder(byte[], SequencedCollection<Signer>)	Sets the recent blockhash before signing every required slot in iteration order.	  default void signInOrder(final byte[] recentBlockHash, final SequencedCollection<Signer> signers) {     sign(recentBlockHash, signers);   }
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.prototypeTransaction()	consistent	The "must resolve those accounts first, e.g. prototypeTransaction(parseInstructions(parseAccounts(lookupTables)))" claim matches the guard `if (numIndexedAccounts() > 0) throw new IllegalStateException("Accounts indexed into address lookup tables must be resolved, use prototypeTransaction(parseInstr	sava	TransactionSkeleton.prototypeTransaction()	Creates a v1 r from this transaction's fee payer, instructions, and compute budget values.  v0 transactions which load accounts via address lookup tables must resolve those accounts first, e.g. {@code <METHOD>(parseInstructions(parseAccounts(lookupTables)))}.	  default TxBuilder prototypeTransaction() {     if (numIndexedAccounts() > 0) {       throw new IllegalStateException(           "Accounts indexed into address lookup tables must be resolved, use prototypeTransaction(parseInstructions(parseAccounts(lookupTables))) instead."       );     }     return prototypeTransaction(this.parseInstructionsWithoutTableAccounts());   }
sava#sava-core/src/main/java/software/sava/core/tx/TxBuilderImpl.java#TxBuilderImpl.createTransaction()	consistent	"Builds a SIMD-0385 v1 transaction from the configured fee payer and instructions" matches `out[i++] = V1_VERSION_BYTE;` and `return new V1Transaction(feePayer, List.copyOf(instructions), out, messageLength);`.	sava	TxBuilderImpl.createTransaction()	Builds a SIMD-0385 v1 transaction from the configured fee payer and instructions.	  @Override   public Transaction createTransaction() {     if (instructions == null) {       throw new IllegalStateException("No instructions provided");     }     final int numInstructions = instructions.size();     if (strict) {       if (numInstructions == 0) {         throw new IllegalArgumentException("No instructions provided");       } else if (numInstructions > MAX_V1_INSTRUCTIONS) {         throw new IllegalStateException("A v1 transaction may not reference more than " + MAX_V1_INSTRUCTIONS + " instructions.");       }     } else if (numInstructions > MAX_ENCODABLE_V1_INSTRUCTIONS) {       throw new IllegalStateException("A v1 NumInstructions field cannot encode more than " + MAX_ENCODABLE_V1_INSTRUCTIONS + " instructions.");     }      final var accounts = HashMap.<PublicKey, AccountMeta>newHashMap(MAX_V1_ACCOUNTS);     final int instructionPayloadLength = mergeAccounts(feePayer, accounts, instructions);     final var sortedAccounts = TransactionRecord.sortLegacyAccounts(accounts);      final int numAccounts = sortedAccounts.length;     if (strict) {       if (numAccounts > MAX_V1_ACCOUNTS) {         throw new IllegalStateException("A v1 transaction may not reference more than " + MAX_V1_ACCOUNTS + " accounts.");       }     } else if (numAccounts > MAX_ENCODABLE_V1_ACCOUNTS) {       throw new IllegalStateException("A v1 NumAddresses field cannot encode more than " + MAX_ENCODABLE_V1_ACCOUNTS + " accounts.");     }      final var feePayer = sortedAccounts[0];     if (!feePayer.feePayer()) {       throw new IllegalStateException("Fee payer must be the first account in the transaction.");     }      int numRequiredSignatures = 1;     int numReadonlySignedAccounts = 0;     int a = 1;     for (; a < numAccounts; ++a) {       final var account = sortedAccounts[a];       if (account.signer()) {         ++numRequiredSignatures;         if (!account.write()) {           ++numReadonlySignedAccounts;         }       } else {         break;       }     }     if (strict && numRequiredSignatures > MAX_V1_SIGNATURES) {       throw new IllegalStateException("A v1 transaction may not require more than " + MAX_V1_SIGNATURES + " signatures.");     }     for (; a < numAccounts; ++a) {       final var account = sortedAccounts[a];       if (!account.write()) {         break;       }     }     final int numReadonlyUnsignedAccounts = sortedAccounts.length - a;      int configMask = 0;     if (this.priorityFeeLamports != 0) {       configMask |= 0b0000_0011;     }     if (this.computeUnitLimit != 0) {       configMask |= 0b0000_0100;     }     if (this.accountDataSizeLimit != 0) {       configMask |= 0b0000_1000;     }     if (this.heapSize != 0) {       configMask |= 0b0001_0000;     }      final int messageLength = 1 // VersionByte         + TransactionRecord.MSG_HEADER_LENGTH         + V1_CONFIG_MASK_LENGTH         + Transaction.BLOCK_HASH_LENGTH // LifetimeSpecifier         + 1 // NumInstructions         + 1 // NumAccounts         + (numAccounts << 5) // Accounts         + (Integer.bitCount(configMask) << 2) // ConfigValues, 4 bytes per set TransactionConfigMask bit.         + (numInstructions * V1_INSTRUCTION_HEADER_LENGTH) // InstructionHeaders         + instructionPayloadLength; // InstructionPayloads     final int bufferSize = messageLength + (numRequiredSignatures << 6);     // This bound is policy, not encodability — it is gated on `strict`, so it cannot be what keeps     // instruction data lengths inside the u16 header field. That is checked where the field is     // written.     if (strict && bufferSize > MAX_SERIALIZED_LENGTH_V1) {       throw new IllegalStateException("A v1 transaction may not exceed " + MAX_SERIALIZED_LENGTH_V1 + " bytes.");     }      final byte[] out = new byte[bufferSize];      int i = 0;     // VersionByte     out[i++] = V1_VERSION_BYTE;      // LegacyHeader     out[i++] = (byte) numRequiredSignatures;     out[i++] = (byte) numReadonlySignedAccounts;     out[i++] = (byte) numReadonlyUnsignedAccounts;      // TransactionConfigMask (u32)     ByteUtil.putInt32LE(out, i, configMask);     i += Integer.BYTES;      // LifetimeSpecifier (recent block hash)     i += Transaction.BLOCK_HASH_LENGTH;      out[i++] = (byte) numInstructions;     out[i++] = (byte) numAccounts;      // Accounts     final var accountIndexLookupTable = HashMap.<PublicKey, Integer>newHashMap(numAccounts);     for (int index = 0; index < numAccounts; ++index) {       final var publicKey = sortedAccounts[index].publicKey();       accountIndexLookupTable.put(publicKey, index);       i += publicKey.write(out, i);     }      // ConfigValues, ordered by ascending TransactionConfigMask bit position.     if (this.priorityFeeLamports != 0) {       ByteUtil.putInt64LE(out, i, priorityFeeLamports);       i += Long.BYTES;     }     if (this.computeUnitLimit != 0) {       ByteUtil.putInt32LE(out, i, computeUnitLimit);       i += Integer.BYTES;     }     if (this.accountDataSizeLimit != 0) {       ByteUtil.putInt32LE(out, i, accountDataSizeLimit);       i += Integer.BYTES;     }     if (this.heapSize != 0) {       ByteUtil.putInt32LE(out, i, heapSize);       i += Integer.BYTES;     }      // InstructionHeaders     for (final var instruction : instructions) {       final byte programIdIndex = indexOfOrThrow(accountIndexLookupTable, instruction.programId().publicKey());       if (programIdIndex == 0) {         throw new IllegalStateException("A v1 instruction program may not be the fee payer.");       }       out[i++] = programIdIndex;       final int numInstructionAccounts = instruction.accounts().size();       if (numInstructionAccounts > MAX_V1_INSTRUCTION_ACCOUNTS) {         throw new IllegalStateException("A v1 instruction may not reference more than " + MAX_V1_INSTRUCTION_ACCOUNTS + " accounts.");       }       out[i++] = (byte) numInstructionAccounts;       final int dataLength = instruction.len();       if (dataLength > MAX_V1_INSTRUCTION_DATA_LENGTH) {         throw new IllegalStateException("A v1 instruction data length field cannot encode more than " + MAX_V1_INSTRUCTION_DATA_LENGTH + " bytes.");       }       out[i++] = (byte) dataLength;       out[i++] = (byte) (dataLength >> 8);     }      // InstructionPayloads     for (final var instruction : instructions) {       for (final var account : instruction.accounts()) {         out[i++] = indexOfOrThrow(accountIndexLookupTable, account.publicKey());       }       final int dataLength = instruction.len();       System.arraycopy(instruction.data(), instruction.offset(), out, i, dataLength);       i += dataLength;     }      // Signatures are appended after the message once the transaction is signed.      return new V1Transaction(         feePayer,         List.copyOf(instructions),         out,         messageLength     );   }
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.prototypeTransaction(Instruction[])	consistent	"Carry both limits through verbatim rather than letting the interface default substitute the builder's runtime maximums" matches `.computeUnitLimit(computeUnitLimit()).accountDataSizeLimit(accountDataSizeLimit())`.	sava	V1TransactionSkeleton.prototypeTransaction(Instruction[])	A v1 message distinguishes an unset ConfigValue from an explicit zero on the wire: an absent TransactionConfigMask bit means the value really is 0, not "no compute budget instruction was present, so the runtime default applied". Carry both limits through verbatim rather than letting the interface default substitute the builder's runtime maximums, which would silently raise a 0/0 transaction to 1.4M units and 64MiB.	  @Override   public TxBuilder prototypeTransaction(final Instruction[] instructions) {     return new TxBuilderImpl()         .feePayer(feePayer())         .addInstructions(TxBuilderImpl.withoutComputeBudgetInstructions(instructions))         .priorityFeeLamports(priorityFeeLamports())         .heapSize(heapSize())         .computeUnitLimit(computeUnitLimit())         .accountDataSizeLimit(accountDataSizeLimit());   }
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.requireIncludedInstructionAccount(AccountMeta[], int)	consistent	Refusal bounded by the wire count and truncated arrays reading null both match `if (accountIndex >= numAccounts) throw new IndexOutOfBoundsException(...)` and `return accountIndex < accounts.length ? accounts[accountIndex] : null;`.	sava	V1TransactionSkeleton.requireIncludedInstructionAccount(AccountMeta[], int)	SIMD-0385 makes an instruction account index at or beyond NumAddresses a sanitization failure, so no such transaction can execute, and the refusal is bounded by the wire — `numAccounts`, the message's own NumAddresses — never by the caller's array: an oversized array must not widen what the transaction declares into resolving an undeclared index. The legacy and v0 skeleton applies the identical wire bound with the identical exception and message, so every format refuses corruption the same way. An index the message does declare but a caller-truncated array cannot cover reads as null there and here alike — through sava's own parsers that never happens for v1, whose account arrays always cover NumAddresses.	  private AccountMeta requireIncludedInstructionAccount(final AccountMeta[] accounts, final int accountIndex) {     if (accountIndex >= numAccounts) {       throw new IndexOutOfBoundsException(String.format(           "Instruction account index %d is outside the %d accounts of this transaction.",           accountIndex, numAccounts       ));     }     return accountIndex < accounts.length ? accounts[accountIndex] : null;   }
sava#sava-core/src/main/java/software/sava/core/zk/ElGamal.java#ElGamal.AE_KEY_LEN	consistent	"Byte length of an authenticated encryption secret key" matches the shown constant `public static final int AE_KEY_LEN = 16;`, an int length value; nothing in the code contradicts it.	sava	ElGamal.AE_KEY_LEN	Byte length of an authenticated encryption secret key	  public static final int AE_KEY_LEN = 16;
sava#sava-examples/src/main/java/software/sava/examples/SubscribeToLookupTables.java#SubscribeToLookupTables.connect(SolanaRpcWebsocket)	consistent	"a durable client watches the future and tries again" matches `attempt.whenComplete((_, throwable) -> { if (throwable != null) { ... connect(webSocket); } });`.	sava	SubscribeToLookupTables.connect(SolanaRpcWebsocket)	A failed handshake is reported through the returned future — with no established socket there may be no onError to retry it — so a durable client watches the future and tries again; the implementation's reconnect throttle paces the recursion.	  private static void connect(final SolanaRpcWebsocket webSocket) {     final var attempt = webSocket.connect();     if (attempt != null) {       attempt.whenComplete((_, throwable) -> {         if (throwable != null) {           System.err.println("Connect failed, retrying: " + throwable);           connect(webSocket);         }       });     }   }
sava#sava-examples/src/main/java/software/sava/examples/SubscribeToTokenAccounts.java#SubscribeToTokenAccounts.connect(SolanaRpcWebsocket)	consistent	Comment's checkable claim that the connect future is watched and retried matches `attempt.whenComplete((_, throwable) -> { if (throwable != null) { ... connect(webSocket); } })`.	sava	SubscribeToTokenAccounts.connect(SolanaRpcWebsocket)	See [SubscribeToLookupTables#<METHOD>]: the returned future is the only report of a failed handshake, so a durable client watches it and retries; the reconnect throttle paces this.	  private static void connect(final SolanaRpcWebsocket webSocket) {     final var attempt = webSocket.connect();     if (attempt != null) {       attempt.whenComplete((_, throwable) -> {         if (throwable != null) {           System.err.println("Connect failed, retrying: " + throwable);           connect(webSocket);         }       });     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/BaseSolanaJsonRpcClient.java#BaseSolanaJsonRpcClient.appendMinContextSlot(StringBuilder, BigInteger)	consistent	"Appends nothing if minContextSlot is null" matches the guard `if (minContextSlot != null) {` with all appends inside it.	sava	BaseSolanaJsonRpcClient.appendMinContextSlot(StringBuilder, BigInteger)	Appends nothing if minContextSlot is null.	  protected static void appendMinContextSlot(final StringBuilder builder, final BigInteger minContextSlot) {     if (minContextSlot != null) {       builder.append("""           ,"minContextSlot":""");       builder.append(minContextSlot);     }   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.MIN_GZIP_BUFFER	consistent	Comment describes a deliberately tight 4KiB floor ("Flat from 4KiB up") and the code is `private static final int MIN_GZIP_BUFFER = 4_096;`.	sava	JsonHttpClient.MIN_GZIP_BUFFER	Read buffer for the gzip path. Only a chunk size — inflating is done by `readAllBytes`, which grows on its own — but [<METHOD> eagerly, and the size comes from a Content-Length the server controls. Left unclamped a provider sizes a client-side allocation at will: `Content-Length: 200000000` against a 31 byte body allocates 200MB.  The bound stays deliberately tight because a bigger read buffer buys nothing: `readAllBytes` owns the growth, so this is only the inflate chunk size and it does not scale with the response. Swept against a real 5.7MB mainnet `getBlock` response, from both an in-memory and a chunked network-like source:    512B    9.6-10.3 ms   11.39 MB allocated   4KiB    8.6- 8.7 ms   11.39 MB   64KiB   8.5- 8.9 ms   11.45 MB   1MiB    8.7- 8.8 ms   12.44 MB  Flat from 4KiB up, and above 64KiB allocation climbs because the buffer itself is allocated per request. The only real effect is a floor — 512 bytes costs 12-20% — so <METHOD> is a floor worth keeping and raising either bound has no measured upside.	  private static final int MIN_GZIP_BUFFER = 4_096;
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.isGzipEncoded(HttpResponse<?>)	consistent	Claim that folded/multiple field lines each count and that gzip anywhere selects inflation while nothing else decodes matches `for (final var header : response.headers().allValues("content-encoding")) { if (listsGzip(header)) return true; } return false;`.	sava	JsonHttpClient.isGzipEncoded(HttpResponse<?>)	A Content-Encoding field value is a comma-separated list of codings (RFC 9110 §8.4), and an intermediary may fold several field lines into one, so `identity, gzip` on one line must read like `identity` and `gzip` on two. A `gzip` element anywhere in the list -- or its legacy alias `x-gzip`, which §8.4.1.3 says to treat as equivalent -- selects inflation whatever its position: a no-op coding such as `identity` beside it is ignored, and a list where gzip is not the outermost coding (`gzip, br`) is still handed to the inflater, which rejects the outer coding's bytes. Nothing else is decoded.	  private static boolean isGzipEncoded(final HttpResponse<?> response) {     for (final var header : response.headers().allValues("content-encoding")) {       if (listsGzip(header)) {         return true;       }     }     return false;   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/JsonHttpClient.java#JsonHttpClient.sendPostRequestNoWrap(URI, HttpResponse.BodyHandler<H>, Function<HttpResponse<H>, R>, Duration, String)	consistent	"carry only the JDK's own request timeout" matches `newPostRequest(endpoint, requestTimeout, body)` with no added timeout/orTimeout wrapping on the returned future.	sava	JsonHttpClient.sendPostRequestNoWrap(URI, HttpResponse.BodyHandler<H>, Function<HttpResponse<H>, R>, Duration, String)	The body-handler routes carry only the JDK's own request timeout (headers on JDK 25, body consumption too on JDK 26): the caller's handler owns the body, which may legitimately stream for longer than any budget this client would pick.	  protected final <H, R> CompletableFuture<R> sendPostRequestNoWrap(final URI endpoint,                                                                     final HttpResponse.BodyHandler<H> bodyHandler,                                                                     final Function<HttpResponse<H>, R> parser,                                                                     final Duration requestTimeout,                                                                     final String body) {     return httpClient         .sendAsync(newPostRequest(endpoint, requestTimeout, body), bodyHandler)         .thenApply(parser);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/ProgramAccountsRequest.java#ProgramAccountsRequest$Builder.encoding(RpcEncoding)	consistent	The only claim settled here is that the call selects the encoding, matching `this.encoding = encoding; return this;`; the zstdDecompressor requirement lives in code not shown and is not contradicted.	sava	ProgramAccountsRequest$Builder.encoding(RpcEncoding)	Selects the account-data <METHOD> sent to `getProgramAccounts`. In particular, [RpcEncoding#base64_zstd] opts into Solana's `base64+zstd` wire representation and also requires zstdDecompressor before the request can be executed.	    public Builder encoding(final RpcEncoding encoding) {       this.encoding = encoding;       return this;     }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getAccounts(SequencedCollection<PublicKey>)	not_checkable	Alignment/null-for-missing behavior belongs to the delegate; the body is only `return getAccounts(keys, BYTES_IDENTITY);`.	sava	SolanaRpcClient.getAccounts(SequencedCollection<PublicKey>)	Result aligned with `keys`, null where an account does not exist — see <METHOD>.	  default CompletableFuture<List<AccountInfo<byte[]>>> getAccounts(final SequencedCollection<PublicKey> keys) {     return getAccounts(keys, BYTES_IDENTITY);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.getMultipleAccounts(SequencedCollection<PublicKey>)	not_checkable	"Absent accounts are omitted rather than nulled" is decided by the delegate; body is only `return getMultipleAccounts(keys, BYTES_IDENTITY);`.	sava	SolanaRpcClient.getMultipleAccounts(SequencedCollection<PublicKey>)	Absent accounts are omitted rather than nulled — see <METHOD> for when that fits; getAccounts stays aligned with `keys`.	  default CompletableFuture<List<AccountInfo<byte[]>>> getMultipleAccounts(final SequencedCollection<PublicKey> keys) {     return getMultipleAccounts(keys, BYTES_IDENTITY);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java#SolanaRpcClient.sendTransactionSkipPreflight(String)	consistent	maxRetries 0 and PROCESSED preflight commitment both match `return sendTransactionSkipPreflight(PROCESSED, base64SignedTx, 0);`.	sava	SolanaRpcClient.sendTransactionSkipPreflight(String)	Submits without preflight checks, asking the node **not** to retry.  The `maxRetries` default of `0` is deliberate and differs from the preflighting family's `1`: skipping preflight is what a caller does when it is driving its own submission loop — re-signing or re-broadcasting until the signature confirms — and node-side retries would duplicate that work against the same blockhash. Callers who are not rebroadcasting themselves should pass an explicit `maxRetries`.  Preflight commitment defaults to [Commitment#PROCESSED] here, since there is no simulation to run at a stronger commitment.	  default CompletableFuture<String> sendTransactionSkipPreflight(final String base64SignedTx) {     return sendTransactionSkipPreflight(PROCESSED, base64SignedTx, 0);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/request/RpcEncoding.java#RpcEncoding.parseEncoding(JsonIterator)	not_checkable	Null-for-unsupported-names behavior lives in the PARSER, not here: `return ji.applyChars(PARSER);`.	sava	RpcEncoding.parseEncoding(JsonIterator)	Parses a supported request encoding, or returns null for other wire names, including base58.	  public static RpcEncoding parseEncoding(final JsonIterator ji) {     return ji.applyChars(PARSER);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/response/TxReward.java#TxReward.<init>(PublicKey, long, long, RewardType, int)	consistent	"Compatibility constructor" is checkable and matches: the 5-arg overload delegates `this(publicKey, lamports, postBalance, rewardType, commission, false);`, supplying a default for the added trailing component; only the history of why is unverifiable, and nothing shown is opposite.	sava	TxReward.<init>(PublicKey, long, long, RewardType, int)	Compatibility constructor for callers compiled against the response shape before `commissionBps` was added by the Solana JSON representation.	  public TxReward(final PublicKey publicKey,                   final long lamports,                   final long postBalance,                   final RewardType rewardType,                   final int commission) {     this(publicKey, lamports, postBalance, rewardType, commission, false);   }
sava#sava-rpc/src/main/java/software/sava/rpc/json/http/ws/NanoClock.java#NanoClock.currentTimeMillis()	consistent	"The default derives from nanoTime instead" matches `return nanoTime() / 1_000_000L;`.	sava	NanoClock.currentTimeMillis()	Millisecond reading for wall-clock age comparisons, as opposed to the monotonic nanoTime used for pacing.  SYSTEM overrides this with `System.<METHOD>()`, so values produced in production are epoch millis. The default derives from nanoTime instead, so a test clock that implements only `nanoTime()` still advances both readings coherently — give such a clock a non-zero origin. Consumers must treat these values as comparable to each other, not as an epoch, unless the clock is SYSTEM.	  default long currentTimeMillis() {     return nanoTime() / 1_000_000L;   }
