pair_id	label	needed_source	notes	workflow	basename	line_a	line_b	text_a	scenario_a	text_b	scenario_b
wf_82d378e6-c04#a101acdbb64eb4236#findings#4 | wf_82d378e6-c04#a676e2a7da0603a63#findings#3				wf_82d378e6-c04	CONVENTIONS.md	64	64	The newly documented caller-array mutation was not added to CONVENTIONS.md, which the repo declares to be the one place this family is visible and which already carries a "Byte-array ownership" section for exactly this kind of retained/shared-array surprise.	A contributor follows CONVENTIONS.md's own instruction — "Read this before writing assertions against an API you have not used here" — before calling `Transaction.createTx(ixs, len, sortedAccounts, tables)`. The file lists `PublicKey.createPubKey` retention and `toByteArray()` sharing but says nothing about `createTx` reordering the array they passed, so they reuse the array and hit the header/privilege corruption described in finding 1. CONVENTIONS.md:8-9 states the contract this misses: "Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place."	A newly documented caller-visible array-ownership surprise was added at the declaration but not to CONVENTIONS.md, the file whose stated purpose is to make that family visible in one place.	A consumer follows the file's own instruction ("Read this before writing assertions against an API you have not used here") and reads the `## Byte-array ownership` section. It tells them which factories retain an input array and that they can pass `bytes.clone()`. It says nothing about a factory that reorders an input array. They call the four-arg `createTx` with a reused `sortedAccounts`, reuse it afterward, and get the wrong account order — the exact behavior the delta just documented and that uses the same `clone()` remedy the section already teaches.
wf_82d378e6-c04#a101acdbb64eb4236#findings#4 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#1				wf_82d378e6-c04	CONVENTIONS.md	64	64	The newly documented caller-array mutation was not added to CONVENTIONS.md, which the repo declares to be the one place this family is visible and which already carries a "Byte-array ownership" section for exactly this kind of retained/shared-array surprise.	A contributor follows CONVENTIONS.md's own instruction — "Read this before writing assertions against an API you have not used here" — before calling `Transaction.createTx(ixs, len, sortedAccounts, tables)`. The file lists `PublicKey.createPubKey` retention and `toByteArray()` sharing but says nothing about `createTx` reordering the array they passed, so they reuse the array and hit the header/privilege corruption described in finding 1. CONVENTIONS.md:8-9 states the contract this misses: "Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place."	CONVENTIONS.md's array-ownership family was not extended with the newly documented caller-array mutation, so the file's stated guarantee that the family is 'visible in one place' no longer holds for the behaviour this delta just established as a published contract.	A consumer following the repo's own stated navigation reads CONVENTIONS.md's 'Byte-array ownership' section to learn which sava APIs take ownership of caller-supplied arrays. It tells them createPubKey/createDiscriminator retain their input and that they can pass bytes.clone(). It says nothing about Transaction.createTx permuting a caller-supplied AccountMeta[] in place. They conclude no other array-ownership hazard exists, pass their own sorted array to createTx, reuse it, and get the permutation described in the finding above. The file's premise — that it exists so the family is visible in one place — is what makes the omission actively misleading rather than merely incomplete.
wf_82d378e6-c04#a101acdbb64eb4236#findings#4 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#2				wf_82d378e6-c04	CONVENTIONS.md	64	64	The newly documented caller-array mutation was not added to CONVENTIONS.md, which the repo declares to be the one place this family is visible and which already carries a "Byte-array ownership" section for exactly this kind of retained/shared-array surprise.	A contributor follows CONVENTIONS.md's own instruction — "Read this before writing assertions against an API you have not used here" — before calling `Transaction.createTx(ixs, len, sortedAccounts, tables)`. The file lists `PublicKey.createPubKey` retention and `toByteArray()` sharing but says nothing about `createTx` reordering the array they passed, so they reuse the array and hit the header/privilege corruption described in finding 1. CONVENTIONS.md:8-9 states the contract this misses: "Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place."	CONVENTIONS.md's "Byte-array ownership" section is the repo's stated one-place index for exactly this caller-array-ownership family, and the delta added a new member of it without indexing it there.	A contributor follows CONVENTIONS.md's own promise at lines 8-9 ("Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place") to learn which sava APIs take ownership of a caller's array. They find `PublicKey.createPubKey`, `Discriminator.createDiscriminator` and `toByteArray`, conclude the family is complete, and write a builder that reuses one `AccountMeta[]` across several `createTx` calls - the exact hazard the new javadoc was written to prevent, and the exact remedy ("pass a clone") that section already teaches for the byte-array cases.
wf_82d378e6-c04#a676e2a7da0603a63#findings#3 | wf_82d378e6-c04#a0126e6bfdab0dac6#findings#1				wf_82d378e6-c04	CONVENTIONS.md	64	64	A newly documented caller-visible array-ownership surprise was added at the declaration but not to CONVENTIONS.md, the file whose stated purpose is to make that family visible in one place.	A consumer follows the file's own instruction ("Read this before writing assertions against an API you have not used here") and reads the `## Byte-array ownership` section. It tells them which factories retain an input array and that they can pass `bytes.clone()`. It says nothing about a factory that reorders an input array. They call the four-arg `createTx` with a reused `sortedAccounts`, reuse it afterward, and get the wrong account order — the exact behavior the delta just documented and that uses the same `clone()` remedy the section already teaches.	CONVENTIONS.md's array-ownership family was not extended with the newly documented caller-array mutation, so the file's stated guarantee that the family is 'visible in one place' no longer holds for the behaviour this delta just established as a published contract.	A consumer following the repo's own stated navigation reads CONVENTIONS.md's 'Byte-array ownership' section to learn which sava APIs take ownership of caller-supplied arrays. It tells them createPubKey/createDiscriminator retain their input and that they can pass bytes.clone(). It says nothing about Transaction.createTx permuting a caller-supplied AccountMeta[] in place. They conclude no other array-ownership hazard exists, pass their own sorted array to createTx, reuse it, and get the permutation described in the finding above. The file's premise — that it exists so the family is visible in one place — is what makes the omission actively misleading rather than merely incomplete.
wf_82d378e6-c04#a676e2a7da0603a63#findings#3 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#2				wf_82d378e6-c04	CONVENTIONS.md	64	64	A newly documented caller-visible array-ownership surprise was added at the declaration but not to CONVENTIONS.md, the file whose stated purpose is to make that family visible in one place.	A consumer follows the file's own instruction ("Read this before writing assertions against an API you have not used here") and reads the `## Byte-array ownership` section. It tells them which factories retain an input array and that they can pass `bytes.clone()`. It says nothing about a factory that reorders an input array. They call the four-arg `createTx` with a reused `sortedAccounts`, reuse it afterward, and get the wrong account order — the exact behavior the delta just documented and that uses the same `clone()` remedy the section already teaches.	CONVENTIONS.md's "Byte-array ownership" section is the repo's stated one-place index for exactly this caller-array-ownership family, and the delta added a new member of it without indexing it there.	A contributor follows CONVENTIONS.md's own promise at lines 8-9 ("Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place") to learn which sava APIs take ownership of a caller's array. They find `PublicKey.createPubKey`, `Discriminator.createDiscriminator` and `toByteArray`, conclude the family is complete, and write a builder that reuses one `AccountMeta[]` across several `createTx` calls - the exact hazard the new javadoc was written to prevent, and the exact remedy ("pass a clone") that section already teaches for the byte-array cases.
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#1 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#2				wf_82d378e6-c04	CONVENTIONS.md	64	64	CONVENTIONS.md's array-ownership family was not extended with the newly documented caller-array mutation, so the file's stated guarantee that the family is 'visible in one place' no longer holds for the behaviour this delta just established as a published contract.	A consumer following the repo's own stated navigation reads CONVENTIONS.md's 'Byte-array ownership' section to learn which sava APIs take ownership of caller-supplied arrays. It tells them createPubKey/createDiscriminator retain their input and that they can pass bytes.clone(). It says nothing about Transaction.createTx permuting a caller-supplied AccountMeta[] in place. They conclude no other array-ownership hazard exists, pass their own sorted array to createTx, reuse it, and get the permutation described in the finding above. The file's premise — that it exists so the family is visible in one place — is what makes the omission actively misleading rather than merely incomplete.	CONVENTIONS.md's "Byte-array ownership" section is the repo's stated one-place index for exactly this caller-array-ownership family, and the delta added a new member of it without indexing it there.	A contributor follows CONVENTIONS.md's own promise at lines 8-9 ("Where a convention is surprising it is documented at the declaration too; this file exists so the family is visible in one place") to learn which sava APIs take ownership of a caller's array. They find `PublicKey.createPubKey`, `Discriminator.createDiscriminator` and `toByteArray`, conclude the family is complete, and write a builder that reuses one `AccountMeta[]` across several `createTx` calls - the exact hazard the new javadoc was written to prevent, and the exact remedy ("pass a clone") that section already teaches for the byte-array cases.
wf_82d378e6-c04#a0126e6bfdab0dac6#findings#2 | wf_82d378e6-c04#a3f92776d639e4d5d#findings#3				wf_82d378e6-c04	README.md	338	338	The 'Result-identical routing' preamble still forward-references an InstructionRecord 'exception' as though a live acceptance exists; the section deletion changed what 'below' points at, and no InstructionRecord row remains in any baseline.	A maintainer auditing the `# result identical routing` family before 25.11.0 reads line 336-338 — 'two branches retain this equivalence argument after the 2026-09-05 review. The singleton-null exception in InstructionRecord is documented separately below' — and goes looking for the InstructionRecord row that this exception qualifies. There is none: tx-accepted.csv carries zero InstructionRecord rows, and 'below' now lands in '### Retired compatibility acceptances', a record of rows that no longer exist. The sentence reads as pointing at live debt and costs a cross-check every time the family is reviewed; worse, it invites re-adding an acceptance for a mutant that is now killed.	The Result-identical routing preamble still advertises a live "singleton-null exception in InstructionRecord" to look for, but the delta deleted that row from the baseline entirely.	A reviewer auditing tx-accepted.csv against README.md reads line 336-338, which introduces the `# result identical routing` family as covering "two branches" plus a separately documented exception in `InstructionRecord`. They grep the CSV for an `InstructionRecord` row to find that exception and get nothing - there is no `InstructionRecord` row of any label left in any accepted CSV in the repo. The pointer now lands, 60 lines later, in a section headed "Retired compatibility acceptances", which records the opposite of what the preamble implies.
wf_c3e0c64f-f5c#a1d8b35ee91fd9ce5#findings#2 | wf_c3e0c64f-f5c#a0256675dd47ac296#findings#1				wf_c3e0c64f-f5c	SolanaUpstreamLayoutConformanceTests.java	175	175	The guard's failure output is two unordered ~30-element dumps of fully qualified class names with no diff, so it does not name the type it exists to catch.	The exact scenario the guard is for -- a maintainer adds one record to the sealed hierarchy and forgets the fixture row -- fails with 'every concrete Token-2022 type needs a pinned Rust fixture and typed parser dispatch ==> expected: <[class software.sava.core.accounts.token.extensions.TokenGroupMember, class software.sava...., ...30 entries in HashSet iteration order...]> but was: <[...29 entries in a different order...]>'. JUnit 5's assertEquals(Object, Object, String) does no set diffing, so the maintainer must manually diff two ~1,900-character lines in arbitrary hash order to learn which class is missing a fixture -- information the test already has.	The commit adds a new independent-oracle conformance assertion but reports no `Property/Oracle/Outcome` cluster, which AGENTS.md requires at handoff and which the predecessor commit in this same lineage supplied.	The 25.11.0 handoff record contains no line stating what property the new `assertEquals(concreteTypes, fixtureTypes, ...)` walk pins or what oracle makes it independent of `Token2022.parseExtensions`. A later maintainer who finds this assertion failing after adding a `TokenExtension` subtype has no recorded statement that the fixture — not the Java dispatch — is the authority, and the cheapest way to make it pass is to add the type to the fixture side or to relax the assertion, which is exactly the 'passing assertion that merely locks in the bug' the rule exists to prevent. The owed line is roughly: Property: every concrete permitted subtype of the sealed TokenExtension hierarchy has typed dispatch in parseExtensions and exactly one pinned Rust fixture row, and no two Rust IDs collapse onto one Java type | Oracle: the committed upstream Rust fixture (29 rows) plus `TokenExtension.class.getPermittedSubclasses()`, neither derived from parseExtensions | Outcome: missing assertion added.
wf_c3e0c64f-f5c#a2f3fbc1ade20496b#findings#0 | wf_c3e0c64f-f5c#a672c85bbd3fc660e#findings#2				wf_c3e0c64f-f5c	README.md	344	344	The commit refreshed the tx baseline's `# line` metadata but left the README prose that supplies those rows' required written reasons pointing at pre-v1 line numbers, and several of its bullets document accepted mutants that no longer exist in tx-accepted.csv.	A maintainer triaging `software.sava.core.tx.TransactionRecord,...` acceptances opens the tx section of the README as AGENTS.md directs (accepted rows need a written reason there) and reads at line 344 "`TransactionRecord.sign` 154: the multi-signer scan resolves a single signer to the same slot the fast path uses" as a currently-accepted equivalent. There is no `TransactionRecord,sign` row in tx-accepted.csv at all, and TransactionRecord.java:154/156 are blank and `tableAccountMetas()` — not `sign`. The reader concludes the suite carries accepted debt it does not carry, and cannot map any live CSV row to its justification because every line number in the section predates the v1 merge.	The three pending-prune rows keep `# line 28` / `# line 37` / `# line 40` tags that point into the `DataEncoding` enum and `DATA_ENCODING_PARSER` lambda `0112d69` added, and the new section never says the tags are historical — the half of F3 that is still open.	A reviewer follows `sava-core/config/pitest/README.md:63-64` ("The authoritative anchor is each row's `# line` tag in the CSV") to `responses-accepted.csv:2-4`, opens `JsonUtil.java` at lines 28, 37 and 40, and lands on `base58, base64, base64_zstd`, `return DataEncoding.base58;` and the lambda's closing `}` — code added *after* the rows were written, and belonging to `lambda$static$0`, not to `parseEncodedData` at all. The tags therefore read as a fresh re-anchoring onto new code rather than as pre-`0d68f02` history, which is exactly the misreading F3 reported. No sanctioned writer can fix this (`BaselineRetag` refreshes only matched rows, `sava-build/HARDENING.md:861-864`), so the README note is the only available remedy and it was not written.
wf_c3e0c64f-f5c#a2f3fbc1ade20496b#findings#0 | wf_c3e0c64f-f5c#a50822fdfd68e8324#findings#0				wf_c3e0c64f-f5c	README.md	344	344	The commit refreshed the tx baseline's `# line` metadata but left the README prose that supplies those rows' required written reasons pointing at pre-v1 line numbers, and several of its bullets document accepted mutants that no longer exist in tx-accepted.csv.	A maintainer triaging `software.sava.core.tx.TransactionRecord,...` acceptances opens the tx section of the README as AGENTS.md directs (accepted rows need a written reason there) and reads at line 344 "`TransactionRecord.sign` 154: the multi-signer scan resolves a single signer to the same slot the fast path uses" as a currently-accepted equivalent. There is no `TransactionRecord,sign` row in tx-accepted.csv at all, and TransactionRecord.java:154/156 are blank and `tableAccountMetas()` — not `sign`. The reader concludes the suite carries accepted debt it does not carry, and cannot map any live CSV row to its justification because every line number in the section predates the v1 merge.	The commit removed F10's phantom `# shadowed default` documentation but left the identical phantom problem in the `# result identical routing` list two lines below it: the list documents six acceptances where `tx-accepted.csv` carries only three rows with that label, one of which has no row at all and another of which is filed under the wrong family.	A maintainer triaging the tx baseline reads README:336-351 and expects six `# result identical routing` acceptances. `grep 'result identical routing' sava-core/config/pitest/tx-accepted.csv` returns exactly three rows: `InstructionRecord,extraAccounts` (line 27), `Transaction,createTx` (line 485), `TransactionSkeleton,deserializeSkeleton` (line 99). `grep 'TransactionRecord,sign' tx-accepted.csv` returns nothing, so the `TransactionRecord.sign` 154 bullet argues an acceptance that does not exist; only one of the two `Transaction.createTx` bullets (386 and 494) has a backing row; and the `TransactionSkeletonImpl.filterInstructions`/`filterInstructionsWithoutAccounts` bullet describes rows that actually carry `# array identity only` (tx-accepted.csv lines 22-23), whose argument is already written under its own heading at README:435-444. The maintainer either believes accepted survivors exist where none do, or hunts for a `TransactionRecord.sign` row that was killed or renamed long ago — exactly the failure F10 named, in the same file, in the section adjacent to the one this commit rewrote.
wf_c3e0c64f-f5c#a672c85bbd3fc660e#findings#0 | wf_c3e0c64f-f5c#a50822fdfd68e8324#findings#1				wf_c3e0c64f-f5c	README.md	311	311	The `responses` section header still claims "all 8 baseline entries are accepted equivalents, with no debt" and that the baseline "should stay debt free", 33 lines above the subsection this commit added saying three of those entries have no valid equivalence argument.	A triager runs `pitestResponsesDebt`, sees the label breakdown print `1 '# killed guard pending prune', 1 '# killed reset pending prune', 1 '# removed fallback pending prune'`, opens `sava-rpc/config/pitest/README.md` at the `## Triaged equivalent mutants (accepted with reasons)` heading, and reads that all responses entries are argued equivalents with no debt. They either conclude the labels are cosmetic and leave the three absorption slots in place indefinitely, or spend the triage session reconciling a contradiction the commit introduced. The row count is wrong too: the file holds 12 rows, not 8 (it grew to 9 at `f43a456` and to 12 at `3d61a76`), so a reader comparing prose against the CSV cannot tell which four rows the paragraph is even about.	The commit inserted a subsection stating three responses baseline rows have no valid equivalence argument directly underneath the section opener that still claims all responses entries are accepted equivalents with no debt, and that opener's row count (8) is now off by four.	A maintainer opens `## Triaged equivalent mutants (accepted with reasons)` at README:309 and reads at 311-315: "all 8 `responses` baseline entries are accepted equivalents, with no debt … The `responses` baseline itself should stay debt free." Twenty-five lines later, inside that same section, the commit's new `### Pending JsonUtil baseline retirement` at 338-340 says "Three retained rows no longer have valid equivalence arguments" and that their retirement is owed. Both cannot be true. A maintainer trusting the section opener — the natural reading order — concludes the responses baseline is clean and skips the owed prune, which is the specific work this commit exists to record. The count is independently wrong: `grep -vc '^!' sava-rpc/config/pitest/responses-accepted.csv` returns 12, not 8, so a reader checking "all 8 entries are argued" against the file finds four rows the sentence does not account for.
wf_c3e0c64f-f5c#a672c85bbd3fc660e#findings#2 | wf_c3e0c64f-f5c#a50822fdfd68e8324#findings#0				wf_c3e0c64f-f5c	README.md	344	344	The three pending-prune rows keep `# line 28` / `# line 37` / `# line 40` tags that point into the `DataEncoding` enum and `DATA_ENCODING_PARSER` lambda `0112d69` added, and the new section never says the tags are historical — the half of F3 that is still open.	A reviewer follows `sava-core/config/pitest/README.md:63-64` ("The authoritative anchor is each row's `# line` tag in the CSV") to `responses-accepted.csv:2-4`, opens `JsonUtil.java` at lines 28, 37 and 40, and lands on `base58, base64, base64_zstd`, `return DataEncoding.base58;` and the lambda's closing `}` — code added *after* the rows were written, and belonging to `lambda$static$0`, not to `parseEncodedData` at all. The tags therefore read as a fresh re-anchoring onto new code rather than as pre-`0d68f02` history, which is exactly the misreading F3 reported. No sanctioned writer can fix this (`BaselineRetag` refreshes only matched rows, `sava-build/HARDENING.md:861-864`), so the README note is the only available remedy and it was not written.	The commit removed F10's phantom `# shadowed default` documentation but left the identical phantom problem in the `# result identical routing` list two lines below it: the list documents six acceptances where `tx-accepted.csv` carries only three rows with that label, one of which has no row at all and another of which is filed under the wrong family.	A maintainer triaging the tx baseline reads README:336-351 and expects six `# result identical routing` acceptances. `grep 'result identical routing' sava-core/config/pitest/tx-accepted.csv` returns exactly three rows: `InstructionRecord,extraAccounts` (line 27), `Transaction,createTx` (line 485), `TransactionSkeleton,deserializeSkeleton` (line 99). `grep 'TransactionRecord,sign' tx-accepted.csv` returns nothing, so the `TransactionRecord.sign` 154 bullet argues an acceptance that does not exist; only one of the two `Transaction.createTx` bullets (386 and 494) has a backing row; and the `TransactionSkeletonImpl.filterInstructions`/`filterInstructionsWithoutAccounts` bullet describes rows that actually carry `# array identity only` (tx-accepted.csv lines 22-23), whose argument is already written under its own heading at README:435-444. The maintainer either believes accepted survivors exist where none do, or hunts for a `TransactionRecord.sign` row that was killed or renamed long ago — exactly the failure F10 named, in the same file, in the section adjacent to the one this commit rewrote.
wf_d17ca8ef-665#ac3c0166e398ea731#findings#0 | wf_d17ca8ef-665#a4134169cb7900b30#findings#0				wf_d17ca8ef-665	README.md	48	48	HEAD ships a knowingly red mutation gate; `:sava-rpc:hardeningCertify` cannot pass, so 25.11.0 cannot be certified, and nothing in CI or the publish path will stop the tag.	On the committed tree, `./gradlew :sava-rpc:pitestEncodingVerify` fails with "pitest 'encoding': 1 unkilled mutant(s) not in the accepted baseline: software.sava.rpc.json.PrivateKeyEncoding$Parser,createSigner,RemoveConditionalMutator_EQUAL_IF,SURVIVED (newly covered — was NO_COVERAGE; triage, not a refresh)". `hardeningCertify` re-executes every suite, so `:sava-rpc:hardeningCertify` fails at that task and 25.11.0 cannot be certified. Meanwhile `check` is green, build.yml and check-pr.yml both delegate to sava-build's check-only reusable workflows, and publish.yml fires on any `[0-9]*.[0-9]*.[0-9]*` tag push with no hardening step — so pushing tag `25.11.0` publishes sava-core and sava-rpc with the gate still red and no signal anywhere.	The rpc README institutionalizes a red mutation gate as a fourth outcome, which AGENTS.md forbids and which blocks the pre-release hardeningCertify for 25.11.0 - even though a legal close needing no production change and no owner decision is already fully argued three lines above.	Run the repo's stated pre-release check before tagging 25.11.0 (`./gradlew :sava-rpc:hardeningCertify`, or `qualityGate`). pitestEncodingVerify observes `software.sava.rpc.json.PrivateKeyEncoding$Parser,createSigner,RemoveConditionalMutator_EQUAL_IF,SURVIVED`. encoding-accepted.csv:6 records that key as NO_COVERAGE, so the SURVIVED coordinate is not in the baseline; the verify classifies it as a newly covered survivor and fails the suite. hardeningCertify cannot produce a receipt, so 25.11.0 cannot be certified. Nothing in the tree resolves this - the commit deliberately leaves it for a later owner decision.
wf_d17ca8ef-665#ac3c0166e398ea731#findings#1 | wf_d17ca8ef-665#a82b6ecd154600121#findings#0				wf_d17ca8ef-665	PrivateKeyEncoding.java	158	158	`Parser.test` marks the deferred `secret` value without skipping it, so any JSON object with `secret` before `encoding` fails to import; this is the bug that makes the mutant unkillable.	`PrivateKeyEncoding.fromJsonPrivateKey(JsonIterator.parse("{\"secret\":\"<base64 private key>\",\"encoding\":\"base64PrivateKey\"}"))` throws `JsonException` instead of returning a `Signer`. `secretMark = ji.mark()` leaves the cursor at the start of the secret value and returns true, so `testObject` resumes reading a field name from inside the value and dies. All five encodings are affected (the committed test iterates all five and asserts the throw). Because the deferred path can therefore never succeed, `createSigner` is never entered with `signer == null && secretMark != 0`, which is exactly why `RemoveConditionalMutator_EQUAL_IF` on `if (secretMark == 0)` (line 137) survives and why the two `ji.reset(...)` `NakedReceiverMutator` rows stay `NO_COVERAGE`.	The failure path this commit chose to document instead of fix throws a JsonException whose message contains the caller's private key in cleartext.	An operator writes a ravina/kms signing config as {"secret":"BbMQkQYZspmkytduTWvXEtc4mMURjsekJDvty2WtKeSb","encoding":"base58PrivateKey"}. MemorySignerFactory calls fromJsonPrivateKey(ji), which throws systems.comodal.jsoniter.JsonException with getMessage() = `testObject: expected [,{}n], but found: ", offset: 11, context: {"secret":"»BbMQkQYZspmkytduTWvXEtc4mMURjsekJDvty2WtKeSb","encoding":"ba…` — the complete 32-byte seed. Service startup failures of this kind are logged and shipped to log aggregators, so a two-key ordering mistake exfiltrates the signing key.
wf_d3d5fc1b-5c0#a482ef11724ccdf94#findings#3 | wf_d3d5fc1b-5c0#a72d813c023957f4f#findings#3				wf_d3d5fc1b-5c0	README.md	216	216	The crypto suite section still describes `Hmac.hmacSHA512` as merely deprecated and pins the suite at '12 mutants', both of which the removal invalidates.	A maintainer reads 'the suite runs at 100% (12 mutants). Keep it that way.' as the number to check `pitestCrypto` against. The two-argument `hmacSHA512` body that this commit deleted contained at least two mutable statements - `mac.init(keySpec)` (VoidMethodCallMutator) and `return mac.doFinal(data)` (a return-value mutator) - so the suite can no longer report 12, and the stated invariant silently fails on the next run. Line 220-221's contrast, 'unlike `Hmac.hmacSHA512`, which was deprecated because it was wrong', reads as if that method still exists in deprecated form; it does not exist at all, which changes the rationale for keeping the uncalled `Hash.sha256Twice`/`Hash.h160`.	The crypto suite's recorded population ("12 mutants") is invalidated by this commit's deletion of `Hmac.hmacSHA512(byte[], byte[])`, and nothing in the commit records the shrink.	The line reads "`crypto-accepted.csv` is empty and the suite runs at 100% (12 mutants). Keep it that way." The deleted two-argument overload lived in `software.sava.core.crypto.Hmac`, inside `pitestCrypto`'s target (`software.sava.core.crypto.*`), and its body contributed at least a `VoidMethodCallMutator` on `mac.init(keySpec)` and return-value mutants on `return mac.doFinal(data)`. The next `pitestCrypto` run therefore reports fewer than 12, and AGENTS.md tells the reader to treat exactly that as an alarm ("A suite that got faster without getting narrower is a bug report ... an unexplained one usually means the run did less than you think") — with no explanation anywhere in the record.
wf_d3d5fc1b-5c0#a4ea3e562359a4fa5#findings#3 | wf_d3d5fc1b-5c0#a482ef11724ccdf94#findings#2				wf_d3d5fc1b-5c0	MIGRATION.md	15	15	The stated replacement for `Transaction.MAX_SERIALIZED_LENGTH` only works when the caller holds a `Transaction`; callers that measured raw bytes are left with no replacement, and the SDK now exposes the value nowhere.	A consumer had `if (serializedTx.length > Transaction.MAX_SERIALIZED_LENGTH) { ... }` over a `byte[]` — base64-decoded from a `getTransaction` response, or a payload sized for a UDP send buffer — with no `Transaction` instance in hand. Following the table row, they look for `exceedsSizeLimit()`; it is an instance method on `Transaction`, and the raw-bytes type sava offers (`TransactionSkeleton`, produced by `deserializeSkeleton`) exposes no size-limit accessor at all. There is no remaining public constant, method or field in the published API that yields 1232, so the only migration is to hard-code the number — which the table does not say. MIGRATION.md's own prose at :70-74 supplies the value, so the guidance is recoverable but the table row is not actionable on its own.	`Transaction.MAX_SERIALIZED_LENGTH` is removed even though no released version ever marked it `forRemoval`, so consumers got no removal warning, contrary to AGENTS.md's stated deprecation contract.	A consumer on 25.10.0 compiles with `-Xlint:removal -Werror` (or any build that fails on removal warnings but tolerates plain deprecation warnings, which is the common configuration for a library that still ships deprecated-but-supported members like the RecentBlockhashes accessors). Their build is green on 25.10.0 and gives them no signal that `Transaction.MAX_SERIALIZED_LENGTH` is going away; on the next release it fails to compile with `cannot find symbol`. Every other removal in this commit did emit a removal warning first, so this constant is the one case where the published deprecation signal did not match the removal that followed.
wf_d3d5fc1b-5c0#a25c42345980ae326#findings#0 | wf_d3d5fc1b-5c0#a15b551aea34dfdd2#findings#0				wf_d3d5fc1b-5c0	Token2022.java	117	117	The EXTENSION_NAMES index is no longer bounded by the same value that gates the UnknownTokenExtension fallback, so a dispatch case added past index 28 turns a valid on-chain account into an ArrayIndexOutOfBoundsException escaping Token2022.read.	Pre-commit, one value (`extensionTypes.length`) both gated the Unknown fallback and bounded the array read, so the index was structurally safe, and the enum switch had no `default` arm — adding a constant to ExtensionType was a compile error until a case arm was added. Post-commit the fallback is `default ->` while EXTENSION_NAMES is an independent 29-element literal list. Concrete drift: SPL ships extension 29, a maintainer follows AGAVE_SYNC.md step 4 and adds `NewExt.ordinal() { return 29; }` plus `case 29 -> NewExt.read(data, i)` but omits the EXTENSION_NAMES entry (nothing forces it — the array is private, its length is asserted nowhere, and `check` compiles clean). Parsing any mainnet mint carrying type 29 then reaches line 117 with extensionType=29 and throws `ArrayIndexOutOfBoundsException: Index 29 out of bounds for length 29` out of `Token2022.read` — an undeclared unchecked exception on a well-formed account, instead of the parsed extension. The pre-commit code could not produce this failure at all.	The EXTENSION_NAMES lookup is no longer structurally bounded - the old code proved its array index in range with an explicit length guard, while the new code relies on an unenforced convention that every non-default case label is < EXTENSION_NAMES.length.	SPL ships extension type 29 and a maintainer follows AGAVE_SYNC.md step 4 but appends only the record, its `ordinal()` and `case 29 -> NewExt.read(data, i)`, forgetting the 30th EXTENSION_NAMES entry. Every account carrying a type-29 TLV whose declared length disagrees with the parsed length (or a zero-length one) then makes `parseExtensions` throw `ArrayIndexOutOfBoundsException: Index 29 out of bounds for length 29` from line 117 instead of the `IllegalArgumentException` that AGAVE_SYNC.md and the conformance fixture document - an unchecked crash out of a public parser on ordinary malformed on-chain data. The pre-commit code could not fail this way: `extensionTypes[extensionType]` at old line 48 was reachable only after `if (extensionType >= extensionTypes.length) { ...; continue; }` at old line 41, so the index was provably valid for all 65,536 inputs.
