id	workflow	list_key	file	line	severity	category	text	scenario
wf_5769d01d-035#af63930efbc52f1e8#findings#1	wf_5769d01d-035	findings	AGAVE_SYNC.md	68	low	doc-inaccuracy	The rewritten extension bullet states that extension records have a static reader and a write/l() pair, which is false for the five zero-length marker extensions.	A contributor adding a new zero-length marker extension (the parity checklist at AGAVE_SYNC.md:877 sends them here for the per-record shape) reads line 68 and writes a `static read(byte[], int)` plus a dispatch case that calls it. The five existing markers -- `ImmutableOwner`, `NonTransferable`, `NonTransferableAccount`, `PausableAccount`, `Uninitialized` -- have no static reader at all; `Token2022.parseExtensions` dispatches them as `Xxx.INSTANCE` (cases 7, 9, 13, 27, and the zeroed-type terminator). The contributor either adds a reader nothing calls or, worse, treats the missing reader on an existing marker as a gap and 'fixes' it.
wf_5769d01d-035#a03369b15432a62e2#findings#0	wf_5769d01d-035	findings	sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java	930	medium	test-power-loss	This commit turns the RPC client's positional signing into a written API contract ("Each signer writes the corresponding signature position, without matching its public key to the required account") and rewires the call site to `signInOrderAndBase64Encode`, but no test can distinguish positional from by-key signing at the RPC layer — the only signer-collection tests pass a one-element list.	Change SolanaJsonRpcClient.java:1591 from `transaction.signInOrderAndBase64Encode(recentBlockHash, signers)` to `transaction.signByKeyAndBase64Encode(recentBlockHash, signers)` — a plausible edit given this commit's own emphasis on by-key. The entire suite stays green. A consumer calling `rpcClient.sendTransaction(tx, signers, hash)` with slot-bound offline/threshold co-signers (signers ordered to the message's signature slots but not equal to the required-signer key set) then gets an `IllegalArgumentException` from the by-key assignment validation instead of a submitted transaction — the exact failure mode D4 was raised to prevent, closed at the core level but left open on the RPC path this commit just documented.
wf_5769d01d-035#a03369b15432a62e2#findings#1	wf_5769d01d-035	findings	sava-core/src/test/java/software/sava/core/tx/PreV1InterfaceShapeTests.java	31	low	hardening-baseline	The only non-method-scoped suppression added by this commit is a class-level `@SuppressWarnings("removal")` over all 603 lines of the file whose own doc comment declares it the compiler-enforced pin for the published interface shape; it needs to cover just 7 sites living in exactly 2 methods.	A future release marks another abstract `Transaction` member `@Deprecated(forRemoval = true)` — say `sign(int, Signer)`. `PreV1Transaction` (line 47) implements every pre-v1 abstract method by delegation, so it would implement the newly removal-scheduled one silently: the file-wide suppression means javac emits neither the per-site `[removal]` warning nor the file-level "uses or overrides a deprecated API that is marked for removal" note anywhere in the compile. The file's stated purpose — "the published-library rule enforced by the compiler instead of by review" (line 43-45) — is exactly what stops working for removal-class changes.
wf_5769d01d-035#a91761edbf942fbd7#findings#0	wf_5769d01d-035	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	786	low	incomplete-fix	The removal-time migration note lives 61 lines below the declaration that gets deleted, and the text at the declaration addresses callers rather than the person performing the removal, so the deletion site gives no signal that `signInOrder`'s body must move with it.	A maintainer performing the eventual removal deletes `Transaction.java:775-786` and `BaseTransaction.java:182-192`. `Transaction.java` still compiles clean, because `signInOrder(SequencedCollection)` at :847-850 silently rebinds `sign(signers)` from `sign:(Ljava/util/SequencedCollection;)V` to `sign:(Ljava/util/Collection;)V`. Every built-in transaction's `signInOrder(list)` then signs BY KEY while its javadoc at :840-846 still promises positional order, so an offline co-signer bound to slot 1 writes slot 0. The only signal is a red test — and the same removal forces hand-edits to `PreV1InterfaceShapeTests` (its `sign(SequencedCollection)` overrides become invalid `@Override`s) and to `ExistingSigningImplementation`'s dispatch counter, i.e. to two of the three pins, leaving `NamedTransactionSigningTests.aListSelectsPositionalOrByKeySigningByName` as the only untouched one.
wf_5769d01d-035#a91761edbf942fbd7#findings#1	wf_5769d01d-035	findings	sava-core/src/test/java/software/sava/core/tx/PreV1InterfaceShapeTests.java	31	low	hardening-baseline	The class-level `@SuppressWarnings("removal")` blanks removal reporting for the whole 700-line fixture that the repo designates as its compiler-enforced pin on the published abstract surface, while the other nine touched test files got precise method-level suppressions.	A later commit marks another pinned member `@Deprecated(forRemoval = true)` — the exact pattern 1dded1d established for `sign(SequencedCollection)`. Because this file's suppression is class-wide, it emits zero `[removal]` warnings, so the file whose own javadoc calls it 'the pin ... enforced by the compiler instead of by review' reports nothing, and the growth of the removal-scheduled abstract surface goes unmeasured. This is not hypothetical scope: 33 of the 35 warnings the review used to size D2 came from test files, and this fixture is where the pre-v1 abstract surface is declared in full.
wf_5769d01d-035#a1c4f1c8705fefd64#findings#0	wf_5769d01d-035	findings	sava-rpc/config/pitest/client-accepted.csv	18	medium	incomplete-fix	This commit's own +8-line javadoc insertion into SolanaRpcClient.java invalidated two `# line` tags in client-accepted.csv that were not retagged, reintroducing the exact line-drift advisory the commit set out to clear — and both stale numbers now land inside a different `sendTransaction` overload.	Run `pitestClient` (or `BaselineRetag`) on the post-commit tree. PIT reports the `RemoveConditionalMutator_EQUAL_ELSE` mutant on `SolanaRpcClient.sendTransaction` at line 1042 and the `EQUAL_IF` sibling at 1033, while the baseline records 1034 and 1025 -> a line-drift advisory on two rows. AGENTS.md:126-127 then requires a reviewer to treat each advisory as a possible mutant swap; the reviewer opens SolanaRpcClient.java:1034, lands on `? sendTransactionSkipPreflight(preflightCommitment, base64SignedTx)` inside the three-argument `sendTransaction(Commitment, String, boolean)` overload, and 1025 lands inside `sendTransaction(String, int)` — two different, identically-shaped ternaries — so the written `# killed retained` argument appears to fit code it was never written about.
wf_5769d01d-035#a1c4f1c8705fefd64#findings#1	wf_5769d01d-035	findings	sava-core/config/pitest/README.md	395	medium	doc-inaccuracy	The commit fixed the phantom bullets in the `# result identical routing` list but left the identical defect in the three adjacent labeled lists: two bullets document accepted mutants that have no baseline row at all, one claims three keys where two exist, and four line citations are pre-v1.	A maintainer pruning the tx baseline before 25.11.0 reads the `# dead defensive` section, sees three arguments, and looks for the `TransactionRecord.sign` row it justifies. `grep TransactionRecord,sign sava-core/config/pitest/*.csv` returns nothing — the argument covers no row, so the reviewer either accepts a nonexistent equivalence or wastes the triage. The same happens for `InstructionRecord.equals` under `# redundant work`. Conversely, a reviewer chasing the real `Transaction,createTx,VoidMethodCallMutator # redundant work # line 488` row is sent to line 432, which is inside a different createTx overload's body.
wf_5769d01d-035#a1c4f1c8705fefd64#findings#2	wf_5769d01d-035	findings	sava-rpc/src/test/java/software/sava/rpc/json/http/client/SignedTransactionRpcRequestTests.java	97	medium	test-power-loss	The commit publishes a new positional-signing contract on `SolanaRpcClient`'s two SequencedCollection overloads, but the only tests of those overloads use a single fee-payer signer, where positional and by-key signing are byte-identical — so nothing can detect a violation of the contract it just documented.	Change SolanaJsonRpcClient.java:1591 from `signInOrderAndBase64Encode` to `signByKeyAndBase64Encode` (or add a public-key check to positional signing). Both `signsWithACollectionOfSigners` and `signsWithACollectionAtAnExplicitCommitment` still pass, because `List.of(signer)` contains exactly the fee payer and both routines write the same 64 bytes into slot 0. The whole sava-rpc suite stays green while `sendTransaction(tx, signers, blockhash)` silently signs by key — which, for a caller passing a two-signer list in slot order rather than key order, produces a differently-signed (or rejected) transaction than SolanaRpcClient.java:930-931 promises.
wf_5769d01d-035#a1c4f1c8705fefd64#findings#3	wf_5769d01d-035	findings	CHANGELOG.md	1	low	process	Typing this commit `docs:` routes it into release-please's hidden section, so the 25.11.0 changelog will contain no trace of the commit that carries the entire migration story for the newly deprecated signing API — and it also changed five production files.	release-please generates the 25.11.0 entry. Because release-please-config.json pins release-type `simple` with default changelog-sections (`docs` hidden — evidenced by CHANGELOG.md carrying only Features / Bug Fixes / Miscellaneous Chores / BREAKING CHANGES across every past release), the notes list `feat(tx): add explicit signing APIs` and `refactor!: remove deprecated compatibility APIs` but nothing about the removal-rebinding hazard, the implementor `@SuppressWarnings("removal")` requirement, or the by-key RPC route. A consumer who reads release notes rather than browsing the repo migrates `tx.sign(list)` callers with no warning that a later recompile silently flips them to by-key signing.
wf_5769d01d-035#a1c4f1c8705fefd64#findings#4	wf_5769d01d-035	findings	sava-core/src/test/java/software/sava/core/tx/PreV1InterfaceShapeTests.java	31	low	hardening-baseline	This fixture — the repo's compiler-enforced sentinel for the published pre-v1 `Transaction` surface — got a class-scope `@SuppressWarnings("removal")` while the other eight sites in the same commit got method-scope ones, so it will absorb every future removal warning silently.	MIGRATION.md:5-8 says the legacy/v0 transaction factories' deprecation is deferred until v1 activates on mainnet. When that deprecation lands as `@Deprecated(forRemoval = true)`, the two nested implementations here (which declare the complete 25.10.0 abstract surface at lines 71 and 404, plus overrides at 435, 456 and 464) emit zero `[removal]` warnings. The one file in the repo that exists to show the blast radius on external implementors shows nothing, and the next reviewer has to re-derive the impact by hand.
wf_76c8d6d2-86c#a36c1747d75e363c4#findings#0	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	20	medium	doc-inaccuracy	The rewritten createInstruction doc says diagnostic toString() zero-pads past the array end, but for offset < 0 or offset > data.length with len > 0 it throws ArrayIndexOutOfBoundsException — the same spans the new hashCode guard refuses to read.	`Instruction.createInstruction(programId, List.of(), new byte[]{1,2,3}, 4, 1).toString()` throws `ArrayIndexOutOfBoundsException: arraycopy: length -1 is negative` instead of rendering zero-padded data. Same for a negative offset: `(new byte[]{1,2,3}, -1, 1).toString()` throws `arraycopy: source index -1 out of bounds for byte[3]`, and `(new byte[]{1,2,3}, Integer.MAX_VALUE, 1).toString()` throws too. A caller who took the doc at its word and logged an instruction inside a catch block or an error path loses the log line to a second exception.
wf_76c8d6d2-86c#a36c1747d75e363c4#findings#1	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	13	medium	contract-violation	The commit hardens and pins hashCode for unvalidated spans and null components but leaves equals throwing on those same instances — including against itself — with no declaration doc and no test, while MIGRATION.md newly invites callers to use instructions as hash keys.	`var ix = Instruction.createInstruction(PROGRAM, List.of(), new byte[1], 2, 0); ix.equals(ix)` throws `ArrayIndexOutOfBoundsException: Array index out of range: 2` — a reflexivity break in `Object.equals`. Worse, the commit's own new test builds `Instruction.createInstruction((AccountMeta) null, null, new byte[0], 0, 0)` and asserts `hashCode` does not throw (InstructionBuildingTests.java:323-324); that same instance's `equals` NPEs against itself at `programId.equals(ix.programId)`. Downstream: a consumer following the new MIGRATION.md guidance puts instructions in a `HashMap`, one of them carries a stale span (e.g. an offset into an array that was later trimmed), and `map.get(other)` throws AIOOBE out of `HashMap.getNode` on the first bucket collision rather than returning null. `List.contains`, `Objects.equals`, and JUnit `assertEquals` on such an instruction throw the same way.
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#0	wf_76c8d6d2-86c	findings	sava-core/src/test/java/software/sava/core/tx/InstructionBuildingTests.java	309	high	test-power-loss	The new tests certify that `hashCode()` is total for unvalidated spans and null fields — the property that makes such an instruction usable as a hash key — but `equals` still throws for those same objects, and no test or doc covers the round trip.	`byte[] d = {1}; var a = Instruction.createInstruction(PROGRAM, List.of(), d, 0, 2); var b = Instruction.createInstruction(PROGRAM, List.of(), d, 0, 2); var set = new HashSet<Instruction>(); set.add(a); set.add(b);` — both take the fallback branch and hash identically (same value-based AccountMeta hash, `List.of()` hash 1, same identity hash for `d`, same offset/len), so HashMap lands them in one bucket, `a != b` fails the reference short-circuit, and `b.equals(a)` reaches `Arrays.equals(d, 0, 2, d, 0, 2)` on a length-1 array -> `ArrayIndexOutOfBoundsException: Array index out of range: 2` thrown from inside `HashSet.add`. The same shape with the fixture the test itself blesses at line 323, `Instruction.createInstruction((AccountMeta) null, null, new byte[0], 0, 0)`, throws `NullPointerException` from `programId.equals(ix.programId)` instead — both hash to 0, so they always collide.
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#1	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	20	medium	doc-inaccuracy	The corrected `toString` doc stops one case short: for a positive length `Arrays.copyOfRange` zero-pads only when `offset` is within the array; a larger or negative `offset` makes the diagnostic `toString()` throw, and an `offset + len` overflow makes it `OutOfMemoryError`. Neither case is documented or pinned.	`Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, 5, 2).toString()` -> `ArrayIndexOutOfBoundsException: arraycopy: length -4 is negative`, so a log statement or debugger inspection kills the caller. `Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, -1, 1).toString()` -> `ArrayIndexOutOfBoundsException: arraycopy: source index -1 out of bounds for byte[1]`. Worst of the three, `Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1}, 1, Integer.MAX_VALUE).toString()` — the exact fixture the new hash test constructs at InstructionBuildingTests.java:316 — wraps `offset + len` to `Integer.MIN_VALUE`, so `copyOfRange` computes `newLength == Integer.MAX_VALUE` and raises `OutOfMemoryError: Requested array size exceeds VM limit`.
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#2	wf_76c8d6d2-86c	findings	sava-core/src/test/java/software/sava/core/tx/InstructionBuildingTests.java	262	medium	silent-behavior-change	This commit newly makes a mutation of the retained backing array strand an instruction inside a `HashSet`/`HashMap`; MIGRATION.md warns about it in prose but no test pins the consequence, contrary to the repo's own precedent for exactly this hazard class.	`byte[] d = {1,2,3}; var ix = Instruction.createInstruction(PROGRAM, List.of(), d, 0, 3); var set = new HashSet<Instruction>(); set.add(ix); d[0] = 9; set.contains(ix);` now returns false and `set.remove(ix)` fails, leaking the entry permanently. Before this commit the hash was `Objects.hashCode(data)` (identity), so mutating `d` left the hash unchanged, the lookup found the right bucket, and the `k == key` reference check in HashMap returned true — `contains` returned true. This is a real behaviour change for any consumer who reuses an instruction data buffer.
wf_76c8d6d2-86c#a5a3ddd5cb0a8efa5#findings#3	wf_76c8d6d2-86c	findings	sava-core/config/pitest/tx-accepted.csv	40	low	process	The two new accepted rows are appended after `V1TransactionSkeleton` instead of in class order, breaking the alphabetical ordering that every other sava-core accepted CSV holds.	`InstructionRecord` sorts between `BaseTransaction` and `Transaction`, so a later `pitestTxBaselineRebase` (or any regeneration that emits normalized order) relocates rows 40-41 into the middle of the file, producing a diff that touches unrelated lines and obscures which rows actually changed in that pass. Reviewing the file today also visually separates the two `hash mixing` siblings from the rest of the tx-package rows, making the duplicate line-less key harder to read as a count of 2.
wf_76c8d6d2-86c#abd6ba32b2e7c84c4#findings#0	wf_76c8d6d2-86c	findings	MIGRATION.md	22	high	doc-inaccuracy	The new migration section invites consumers to use instructions as HashMap/HashSet keys without saying that `equals` throws for the same unvalidated spans the new `hashCode` was deliberately made total for, and nothing pins that throw.	`byte[] data = {1, 2}; var a = Instruction.createInstruction(PROGRAM, List.of(ACC), data, 0, 4); var b = Instruction.createInstruction(PROGRAM, List.of(ACC), data, 0, 4);` — both permitted, since `createInstruction` is documented as retaining "the supplied array and span without validation". Both take the fallback branch, which is fully deterministic in programId, accounts, array identity, offset and len, so `a.hashCode() == b.hashCode()` exactly. `new HashSet<Instruction>()` then `add(a); add(b);` reaches `HashMap.putVal`, whose bucket probe calls `b.equals(a)` on the exact hash match, which calls `Arrays.equals(data, 0, 4, data, 0, 4)` and throws `ArrayIndexOutOfBoundsException: Array index out of range: 4`. Same for `map.get(b)` after `map.put(a, v)`, and for `offset = -1` (`Array index out of range: -1`). A consumer following this section's advice therefore gets an unchecked exception out of `HashSet.add`.
wf_76c8d6d2-86c#abd6ba32b2e7c84c4#findings#1	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	20	medium	doc-inaccuracy	The rewritten `createInstruction` doc enumerates toString's outcomes for unvalidated spans as "empty" or "zero-padded", but omits that it throws for a positive length with an out-of-range offset.	`Instruction.createInstruction(PROGRAM, List.of(), new byte[]{1, 2}, 5, 4).toString()` throws `ArrayIndexOutOfBoundsException: arraycopy: length -3 is negative`, and `...new byte[]{1, 2}, -1, 4).toString()` throws `ArrayIndexOutOfBoundsException: arraycopy: source index -1 out of bounds for byte[2]`. A consumer who logs a malformed instruction — precisely the diagnostic use this paragraph describes — gets an exception from the logging call, in a catch/error path where it is least wanted.
wf_76c8d6d2-86c#abd6ba32b2e7c84c4#findings#2	wf_76c8d6d2-86c	findings	README.md	12	medium	process	25.11.0's migration guide is advertised, and introduces itself, as removals plus deprecations only — so the one silent behaviour change in the release is buried in a prose section a consumer has no reason to open.	A consumer upgrading from 25.10.0 reads README.md's pointer ("Removed APIs and newly deprecated signing methods") and MIGRATION.md's opening paragraph ("25.11.0 introduces transaction format v1 and removes APIs that were already deprecated in 25.10.0. These removals are intentional breaking changes."), concludes the release only affects code that referenced removed signatures, and skips the rest. Their `HashSet<Instruction>` that previously held two separately-built copies of the same logical instruction as distinct entries now holds one; their `Map<Instruction, X>` that previously missed on a re-parsed instruction now hits. Nothing fails to compile and nothing throws — the collection silently changes size and lookup outcome at runtime. The changelog will not warn them either: `fix:` with no `BREAKING CHANGE:` footer renders only as a "Bug Fixes" bullet.
wf_76c8d6d2-86c#adba5d86d4d070448#findings#0	wf_76c8d6d2-86c	findings	sava-rpc/config/pitest/README.md	212	medium	hardening-baseline	The ws suite's README still declares its 77 retained baseline rows "records, not acceptances of current behavior", which the template bullet newly adopted in this commit (AGENTS.md:140-145) explicitly reverses — and which is false against how the verify matches, so those rows can silently absorb genuinely new debt.	A covering test in the ws suite weakens so that `software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket,close,VoidMethodCallMutator` flips KILLED -> SURVIVED. `pitestWsVerify` diffs the run's unkilled mutants against `ws-accepted.csv` as a multiset on `class,method,mutator,STATUS`; three `# killed retained` rows already carry exactly that key with STATUS `SURVIVED` (ws-accepted.csv lines for `close,VoidMethodCallMutator`), so the fresh survivor matches and the build stays green with no advisory. A reviewer who consults the README to decide whether that is possible is told at line 212 that the retained rows are not acceptances, and at lines 297-298 that their "status fields remain historical by design and do not describe the current report" — the exact belief the new bullet was written to remove.
wf_76c8d6d2-86c#adba5d86d4d070448#findings#1	wf_76c8d6d2-86c	findings	AGENTS.md	30	low	process	The `-PsavaBuildLocalRepo` escape-hatch instructions tell the reader to bump "the pinned versions in `settings.gradle.kts`", naming only one of the two files that hold the three pins — the exact omission AGENTS.md:526-528 records as having already happened more than once.	A contributor finishes evaluating an unpublished sava-build candidate, follows AGENTS.md:29-31, drops `-PsavaBuildLocalRepo` and bumps the two ids in `settings.gradle.kts`. `jmh/build.gradle.kts:6` keeps the previous release, so the root build resolves the new plugin while the separate JMH composite resolves the old one. Nothing fails: `agentsTemplateInSync` runs in the root build against the root plugin's template, and the jmh build is a separate composite that `check` does not gate, so the split pin ships unnoticed.
wf_76c8d6d2-86c#adba5d86d4d070448#findings#2	wf_76c8d6d2-86c	findings	HARDENING_NOTES.md	31	low	process	The adoption note records the 1.30.0 observations only as aggregate outcome counts, with no per-suite mutant-population comparison against 1.25.9, so the one direction the ratchet cannot see — a population that shrank across a five-minor-version PIT jump — has no evidence either way.	If PIT 1.30.0 stops generating a mutator that 1.25.9 fired on, e.g. the record compact-constructor mutants in `Argon2id` / `PBKDF2WithHmacSHA512` that `KeyDerivationBoundsTests` was written to kill, those mutants simply vanish from the population. Every accepted CSV stays byte-for-byte identical, `pitest<Suite>Verify` fails on nothing (it only fails on *new* unkilled mutants), the toolchain stamps advance, and 25.11.0 certifies green on strictly weaker evidence. Nothing committed in this tree would reveal it, because the only population figure recorded for the transition is a single 15-suite total.
wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#0	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Instruction.java	18	medium	doc-inaccuracy	The rewritten createInstruction doc presents an exhaustive case split for toString() that implies it never throws, but a positive length with an offset outside [0, data.length] makes it throw ArrayIndexOutOfBoundsException — and the rewrite deleted the one clause that previously hinted at this.	Instruction.createInstruction(programId, keys, new byte[]{1, 2}, 5, 2).toString() throws ArrayIndexOutOfBoundsException: 'arraycopy: length -3 is negative' (verified on JDK 25.0.2). Same for a negative offset: createInstruction(programId, keys, new byte[]{1, 2}, -1, 2).toString() throws 'arraycopy: source index -1 out of bounds for byte[2]'. A consumer logging an instruction from an error path — exactly the diagnostic use the doc describes — gets an exception instead of a rendering. The doc names only two cases (data == null || len <= 0 -> empty; positive length -> Arrays.copyOfRange, which 'can zero-pad'), so a reader concludes rendering is total.
wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#1	wf_76c8d6d2-86c	findings	HARDENING_NOTES.md	32	medium	doc-inaccuracy	The 21.5.32 adoption receipt records 12 audited TIMED_OUT mutants against an audited set that the pitest README says has 11 members and whose per-run count 'sits at or below the set size' — the two hardening documents cannot both be right.	A reviewer following config/pitest/README.md:623-626 ('Membership is machine-checked ... Per-run counts sit at or below the set size') reads the 21.5.32 receipt's '12 audited TIMED_OUT' and must conclude the run produced a timeout outside the audited set — which the README calls 'something a reviewer stops on'. The very same sentence in HARDENING_NOTES says there were 'no ... new unaudited timeouts', so the reviewer is told to stop on a run asserted to be clean. Conversely, if 12 is correct (one line-less key matched two timed-out mutants, which the README itself allows for accepted rows at lines 68-72), then the README's stated invariant is false and misleads the next reviewer in the opposite direction.
wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#2	wf_76c8d6d2-86c	findings	MIGRATION.md	22	low	doc-inaccuracy	The new migration section and interface doc direct consumers to use instructions as HashMap/HashSet keys without saying that equals throws for the unvalidated spans whose hash this commit deliberately preserved, so a lookup can throw ArrayIndexOutOfBoundsException from inside the collection.	byte[] arr = {1}; var a = Instruction.createInstruction(program, List.of(), arr, 0, 2); var b = Instruction.createInstruction(program, List.of(), arr, 0, 2); var set = new HashSet<Instruction>(); set.add(a); set.contains(b); — a and b take the fallback hash branch and hash identically (same array identity, same offset/len, value-based AccountMeta hash), so the bucket hit calls b.equals(a), which reaches Arrays.equals(arr, 0, 2, arr, 0, 2) and throws ArrayIndexOutOfBoundsException. The migration text tells consumers instructions are now usable as hash keys; nothing tells them this half of the population throws on collision.
wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#3	wf_76c8d6d2-86c	findings	sava-core/src/main/java/software/sava/core/tx/Transaction.java	441	low	doc-inaccuracy	The rewritten multi-table doc enumerates 'one or more lookup tables' and 'an empty tableAccountMetas array' as if exhaustive, but a null array throws NullPointerException here while the sibling overload one method above treats null as empty.	Transaction.createTx(instructions, serializedInstructionLength, sortedAccounts, (LookupTableAccountMeta[]) null) throws NullPointerException at Transaction.java:449 (tableAccountMetas.length). A consumer who has been passing null to the Map-keyed overload at Transaction.java:426-435 — where line 430 explicitly reads `tableAccountMetas == null || tableAccountMetas.length == 0` and routes to the legacy path — and who switches to the pre-sorted array overload on the strength of this newly written doc gets an NPE instead of the legacy transaction. The commit message lists 'lookup-table array ownership' as one of the things it clarifies.
wf_76c8d6d2-86c#a92f7f0ba87a63b0b#findings#4	wf_76c8d6d2-86c	findings	sava-core/config/pitest/README.md	398	low	hardening-baseline	The 2026-09-05 prune receipt's 'The baseline shrank from 43 to 38 rows' is contradicted by the 40-row tx-accepted.csv this same commit produces, and no observation is recorded anywhere for the two rows it adds.	A reviewer verifying the tx baseline reads README.md:396-398 ('1,678 mutants: 1,639 killed, 38 survivors ... The baseline shrank from 43 to 38 rows'), counts sava-core/config/pitest/tx-accepted.csv, and gets 40 data rows with a `# hash mixing` family the receipt's population never contained. Nothing in the file dates the 38 as superseded, and README.md:327 explicitly says 'the accepted CSV records the current retained rows' — so the two documents disagree about what the current tx baseline is and about what population produced it.
wf_77650a4c-eec#aaccb9b022dd8548f#findings#0	wf_77650a4c-eec	findings	sava-rpc/src/test/java/software/sava/rpc/json/http/client/SignedTransactionRpcRequestTests.java	80	medium	incomplete-fix	R2's self-referential-oracle defect is closed only for the collection overloads; the two single-`Signer` `sendTransaction` tests still oracle with the exact helper the client calls, and that family has the OPPOSITE (by-key) semantics.	Change `SolanaJsonRpcClient.java:1575` from `transaction.signAndBase64Encode(recentBlockHash, signer)` to `transaction.signInOrderAndBase64Encode(recentBlockHash, List.of(signer))`. Both `signsWithASingleSignerAndUsesTheDefaultCommitment` and `signsWithASingleSignerAtAnExplicitCommitment` stay green — their `expected` is `transaction(signer).signAndBase64Encode(BLOCK_HASH, signer)`, and because the test's lone signer IS the fee payer, by-key index 0 and positional slot 0 produce identical bytes (both paths also stamp `data[0] = 1`). The whole `check` build stays green. But the observable contract flips: today `rpcClient.sendTransaction(tx, someSignerThatIsNotARequiredAccount, hash)` fails fast client-side with `IllegalArgumentException("Failed to find index for signer ...")` from `BaseTransaction.signerIndex`; after the swap it silently writes that key's signature into slot 0 and submits a transaction the cluster rejects for signature verification. This is exactly the mutation class R2 named, one overload family over, and 25.11.0 is the release that turns signing-order semantics into written API contracts.
wf_77650a4c-eec#aaccb9b022dd8548f#findings#1	wf_77650a4c-eec	findings	sava-rpc/src/main/java/software/sava/rpc/json/http/client/SolanaRpcClient.java	921	medium	doc-inaccuracy	The single-`Signer` `sendTransaction` overloads sign by public key and throw for a non-required signer, but carry no javadoc, eight lines above siblings that are explicitly documented as positional and key-agnostic.	A caller reads the contract added at lines 930 and 938 — "signs in iteration order ... without matching its public key to the required account" — and reasonably assumes the adjacent, identically named `sendTransaction(tx, signer, hash)` behaves the same way. It does not: it routes to `Transaction.sign(Signer)`, which resolves the slot by public key and throws `IllegalArgumentException("Failed to find index for signer <key>")` when the signer is not a required account. So `sendTransaction(tx, delegateSigner, hash)` throws while the one-character-different `sendTransaction(tx, List.of(delegateSigner), hash)` succeeds and submits. Nothing at the declaration warns of this, and the commit that made positional signing a written contract left the by-key half of the same method name silent.
wf_77650a4c-eec#aaccb9b022dd8548f#findings#2	wf_77650a4c-eec	findings	sava-rpc/src/test/java/software/sava/rpc/json/http/client/SignedTransactionRpcRequestTests.java	123	low	test-power-loss	Named "UsesSignaturePositions", the test only proves keys are not matched; with one required signer it cannot distinguish iteration order, so the "each signer writes the corresponding signature position" half of the documented contract is unverified at the client layer.	Change `SolanaJsonRpcClient.java:1591` to `transaction.signInOrderAndBase64Encode(recentBlockHash, signers.reversed())` (`SequencedCollection.reversed()` compiles here). Every test in the class stays green, because every RPC test passes exactly one signer and a one-element collection is its own reversal. A real two-signer caller then gets slots 0 and 1 swapped, producing two signatures that both fail verification on-chain — contradicting SolanaRpcClient.java:930/938 verbatim. Core covers ordering thoroughly (`NamedTransactionSigningTests.aListSelectsPositionalOrByKeySigningByName` uses a reversed two-signer list), so the exposure is confined to the client's choice of helper, but that is precisely what this suite exists to pin.
wf_77650a4c-eec#aaccb9b022dd8548f#findings#3	wf_77650a4c-eec	findings	CONVENTIONS.md	57	low	doc-inaccuracy	CONVENTIONS.md documents the positional/by-key split only at the `Transaction` level, omitting the sharper `SolanaRpcClient.sendTransaction` variant of the same trap, though the file exists so the family is visible in one place.	A caller consulting CONVENTIONS.md's "Argument-order and flag traps" section learns that `Transaction.sign(List<Signer>)` is positional and `sign(Collection<Signer>)` is by-key, and concludes the trap is confined to `Transaction`. They then write `rpcClient.sendTransaction(tx, signer, hash)` and `rpcClient.sendTransaction(tx, List.of(signer), hash)` interchangeably. The two have different key-matching semantics and different failure modes for a non-required signer (throw vs. submit), and the RPC variant is worse than the documented one because both arms share a single method name and neither arm is deprecated to steer callers to a named alternative. The same section already documents a less severe `sendTransaction` overload trap (`skipPreFlight` selecting a family), so the omission is inconsistent with its own scope.
